"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.145863333E0,3.017429076E-2,2.679291010E0,-7.984034717E-2,2.680650161E0
3.155884333E0,3.640981391E-2,2.677514791E0,-7.253822684E-2,2.678744655E0
3.165904333E0,3.787961230E-2,2.655505657E0,-6.145894155E-2,2.656486846E0
3.175924333E0,3.985967487E-2,2.633079290E0,-5.430542305E-2,2.633940854E0
3.185945333E0,4.083251581E-2,2.602319479E0,-5.386651307E-2,2.603197182E0
3.195965333E0,3.624122590E-2,2.568460226E0,-5.685191602E-2,2.569344955E0
3.205985333E0,4.503802955E-2,2.548587084E0,-4.914525896E-2,2.549458728E0
3.216006333E0,3.728742898E-2,2.509371519E0,-4.999294505E-2,2.510146424E0
3.226026333E0,3.728512302E-2,2.451619148E0,-5.319054425E-2,2.452479534E0
3.236046333E0,3.134467453E-2,2.403722525E0,-5.858291313E-2,2.404640601E0
3.246067333E0,3.102722578E-2,2.340225458E0,-5.658474192E-2,2.341115058E0
3.256087333E0,2.922453173E-2,2.265959740E0,-5.969318375E-2,2.266934249E0
3.266107333E0,2.836369909E-2,2.185241938E0,-6.291474402E-2,2.186331423E0
3.276128333E0,1.978805475E-2,2.105764627E0,-6.389478594E-2,2.106826708E0
3.286148333E0,1.738834381E-2,2.025351286E0,-6.434661895E-2,2.026447797E0
3.296168333E0,1.223086659E-2,1.938482881E0,-6.595516950E-2,1.939643152E0
3.306188333E0,1.337669510E-2,1.843470931E0,-6.724721193E-2,1.844745564E0
3.316209333E0,8.788067847E-3,1.744670510E0,-6.900702417E-2,1.746056812E0
3.326229333E0,2.846754156E-3,1.645675063E0,-6.853771210E-2,1.647104106E0
3.336249333E0,2.807339653E-3,1.560589790E0,-6.663382053E-2,1.562014226E0
3.346270333E0,3.364903387E-3,1.459408164E0,-7.187361270E-2,1.461180799E0
3.356290333E0,-6.003564689E-3,1.356241822E0,-6.696247309E-2,1.357907175E0
3.366310333E0,-8.981616236E-3,1.222445250E0,-6.710125506E-2,1.224318437E0
3.376331333E0,-1.266956143E-2,1.049927831E0,-6.771325320E-2,1.052185370E0
3.386351333E0,-1.917771064E-2,9.195939302E-1,-6.455989927E-2,9.220568105E-1
3.396371333E0,-2.064963803E-2,8.072354198E-1,-6.299848855E-2,8.099532332E-1
3.406392333E0,-2.087827586E-2,6.964514852E-1,-5.894714966E-2,6.992534162E-1
3.416412333E0,-2.298963070E-2,5.776505470E-1,-5.636494607E-2,5.808491067E-1
3.426432333E0,-1.988423057E-2,4.609941542E-1,-5.352842435E-2,4.645172602E-1
3.436453333E0,-2.302276529E-2,3.444193304E-1,-4.957868904E-2,3.487302242E-1
3.446473333E0,-2.288529277E-2,2.263394296E-1,-5.022870004E-2,2.329725227E-1
3.456493333E0,-2.306425758E-2,8.897066116E-2,-4.123760387E-2,1.007386644E-1
3.466514333E0,-1.994122379E-2,-3.945187107E-2,-4.190798476E-2,6.091290277E-2
3.476534333E0,-1.864399761E-2,-1.736062169E-1,-3.545221686E-2,1.781672722E-1
3.486554208E0,-2.155692317E-2,-2.962232828E-1,-3.127522394E-2,2.986487466E-1
3.496574208E0,-2.090737969E-2,-4.104214907E-1,-2.604104578E-2,4.117779190E-1
3.506595208E0,-1.866512746E-2,-5.314798951E-1,-2.297748439E-2,5.323037015E-1
3.516615208E0,-1.659505256E-2,-6.463505626E-1,-1.817047782E-2,6.468188400E-1
3.526635208E0,-1.459482778E-2,-7.635905147E-1,-1.300892606E-2,7.638407656E-1
3.536656208E0,-1.040088199E-2,-8.788180351E-1,-3.394914092E-3,8.788861375E-1
3.546676208E0,-6.125111133E-3,-9.914564490E-1,2.143061953E-3,9.914776851E-1
3.556696208E0,-3.474999219E-3,-1.119810700E0,8.733320050E-3,1.119850147E0
3.566717208E0,-6.464725011E-4,-1.236537218E0,1.557032764E-2,1.236635413E0
3.576737208E0,-6.981378538E-4,-1.339276910E0,2.116962336E-2,1.339444393E0
3.586757208E0,3.645368386E-3,-1.448157072E0,2.765014581E-2,1.448425602E0
3.596778208E0,5.986020435E-3,-1.550461054E0,3.043288179E-2,1.550771251E0
3.606798208E0,5.602463614E-3,-1.652263045E0,3.596485779E-2,1.652663919E0
3.616818208E0,8.805979043E-3,-1.753308415E0,4.259319976E-2,1.753847806E0
3.626839208E0,1.270234026E-2,-1.849546075E0,4.490267485E-2,1.850134666E0
3.636859208E0,8.906004019E-3,-1.940915108E0,5.079838261E-2,1.941600177E0
3.646879208E0,8.913028985E-3,-2.033268690E0,5.194224417E-2,2.033951574E0
3.656900208E0,6.026695017E-3,-2.118896484E0,5.456412584E-2,2.119607482E0
3.666920208E0,4.310355522E-3,-2.200381756E0,5.726956204E-2,2.201131130E0
3.676940208E0,5.701323971E-3,-2.284274340E0,5.896306783E-2,2.285042321E0
3.686961208E0,7.503351197E-3,-2.354871750E0,5.832058191E-2,2.355605771E0
3.696981208E0,6.523840129E-3,-2.427038431E0,5.823402852E-2,2.427745726E0
3.707001208E0,3.149081022E-3,-2.489545107E0,5.776078254E-2,2.490217072E0
3.717022208E0,-3.327355953E-4,-2.554295063E0,5.910834298E-2,2.554978899E0
3.727042208E0,-6.521222182E-3,-2.553518295E0,6.077012420E-2,2.554249639E0
3.737062208E0,4.093871452E-3,-2.559142590E0,5.863000825E-2,2.559817382E0
3.747083208E0,-9.870731737E-4,-2.594944954E0,6.117282808E-2,2.595666081E0
3.757103208E0,-2.468856052E-3,-2.603954077E0,6.277125329E-2,2.604711723E0
3.767123208E0,-2.435700502E-3,-2.628973246E0,6.301853061E-2,2.629729567E0
3.777144208E0,-3.510286100E-3,-2.629876852E0,6.072901189E-2,2.630580277E0
3.787164208E0,-2.811571583E-3,-2.643429041E0,5.960804597E-2,2.644102517E0
3.797184208E0,-6.068617571E-3,-2.639291286E0,5.802000314E-2,2.639935917E0
3.807205208E0,-4.061587621E-3,-2.630662680E0,5.925191566E-2,2.631333012E0
3.817225208E0,-4.951882642E-3,-2.624949932E0,5.697358027E-2,2.625572824E0
3.827245208E0,-4.554277752E-3,-2.605737448E0,5.710834265E-2,2.606367156E0
3.837265208E0,-1.017088443E-2,-2.599169970E0,5.374716595E-2,2.599745514E0
3.847286208E0,-4.138692468E-2,-2.675722122E0,2.976413816E-2,2.676207701E0
3.857306208E0,5.083103664E-3,-2.495509624E0,6.379374117E-2,2.496330059E0
3.867326208E0,-8.543260396E-3,-2.508227587E0,6.836948544E-2,2.509173769E0
3.877347208E0,-3.862488084E-3,-2.437025309E0,6.807760149E-2,2.437979047E0
3.887367208E0,-7.281089202E-3,-2.385517120E0,7.155945152E-2,2.386601287E0
3.897387208E0,-9.604963474E-3,-2.320529699E0,7.367267460E-2,2.321718761E0
3.907408208E0,-1.152866427E-2,-2.253514528E0,7.790227234E-2,2.254890109E0
3.917428208E0,-1.040720753E-2,-2.186858177E0,7.868577540E-2,2.188298071E0
3.927448208E0,-1.576921344E-2,-2.110441923E0,8.283603936E-2,2.112125846E0
3.937469208E0,-1.732157171E-2,-2.030704021E0,8.403100073E-2,2.032515699E0
3.947489208E0,-2.839319780E-2,-1.947439551E0,7.817184180E-2,1.949214667E0
3.957509208E0,-3.320686147E-2,-1.861740947E0,8.278896660E-2,1.863876622E0
3.967530208E0,-3.438987210E-2,-1.785988331E0,8.316676319E-2,1.788254370E0
3.977550208E0,-4.377165437E-2,-1.707596302E0,8.480141312E-2,1.710260906E0
3.987570208E0,-4.447662830E-2,-1.625469446E0,9.325153381E-2,1.628749502E0
3.997591208E0,-1.849029958E-2,-1.453375220E0,1.087348834E-1,1.457554355E0
4.007611208E0,-1.408263203E-2,-1.334966540E0,1.134488136E-1,1.339852461E0
4.017631208E0,-2.848261036E-2,-1.222550154E0,1.176123992E-1,1.228524649E0
4.027652208E0,3.294856753E-3,-1.106758475E0,1.178057715E-1,1.113015444E0
4.037672208E0,-4.772923421E-3,-1.007284045E0,7.256106287E-2,1.009905459E0
4.047692208E0,-3.200993687E-2,-8.560715318E-1,7.713271677E-2,8.601351984E-1
4.057713208E0,-1.527090371E-2,-6.904343963E-1,8.454775065E-2,6.957594255E-1
4.067733208E0,-1.880671084E-2,-5.774956942E-1,8.603346348E-2,5.841718292E-1
4.077753208E0,-1.985493116E-2,-4.589330852E-1,8.294633031E-2,4.667910546E-1
4.087774208E0,-1.292791869E-2,-3.320737779E-1,8.426232636E-2,3.428414571E-1
4.097794208E0,-1.106503792E-2,-2.146614045E-1,8.483117819E-2,2.310806838E-1
4.107814208E0,-8.470522240E-3,-8.548642695E-2,8.316876739E-2,1.195689040E-1
4.117835208E0,-5.207350943E-3,4.033914208E-2,8.059881628E-2,9.028029726E-2
4.127855208E0,-4.193113185E-3,1.665668488E-1,7.885339111E-2,1.843365254E-1
4.137876208E0,2.127899323E-3,2.871340215E-1,7.287166268E-2,2.962444151E-1
4.147896208E0,5.607745145E-3,4.101446569E-1,6.691017002E-2,4.156044480E-1
4.157916208E0,1.206324715E-2,5.314678550E-1,6.103150919E-2,5.350966716E-1
4.167936208E0,1.608941890E-2,6.530644298E-1,5.313042924E-2,6.554196071E-1
4.177957208E0,2.416731790E-2,7.829246521E-1,3.852432221E-2,7.842443455E-1
4.187977208E0,2.748129144E-2,9.074184895E-1,2.577849664E-2,9.082004554E-1
4.197998208E0,2.952073887E-2,1.023455620E0,9.473825805E-3,1.023925111E0
4.208018208E0,3.732100502E-2,1.138254762E0,-5.333742127E-3,1.138878926E0
4.218038208E0,4.194957763E-2,1.252002358E0,-1.503883395E-2,1.252795210E0
4.228059208E0,4.577807337E-2,1.359861016E0,-3.263907135E-2,1.361022749E0
4.238079208E0,4.966149479E-2,1.469597936E0,-4.627898335E-2,1.471164879E0
4.248099208E0,5.383652821E-2,1.570406675E0,-5.896866694E-2,1.572435309E0
4.258120208E0,5.318725109E-2,1.672695041E0,-6.615786999E-2,1.674847589E0
4.268140208E0,5.835711211E-2,1.768528700E0,-7.452140003E-2,1.771059783E0
4.278160208E0,5.339298025E-2,1.863380432E0,-7.740507275E-2,1.865751589E0
4.288181208E0,5.988936499E-2,1.952661276E0,-8.691535145E-2,1.955511972E0
4.298201208E0,5.736042559E-2,2.042023420E0,-9.022699296E-2,2.044820476E0
4.308221208E0,5.431603640E-2,2.128520966E0,-9.800303727E-2,2.131468116E0
4.318242208E0,5.396316573E-2,2.209089994E0,-9.902409464E-2,2.211966636E0
4.328262208E0,4.908418655E-2,2.286757231E0,-1.040086523E-1,2.289647503E0
4.338282208E0,5.005570874E-2,2.357374191E0,-1.119166389E-1,2.360560100E0
4.348303208E0,4.497172683E-2,2.428171396E0,-1.045665815E-1,2.430837912E0
4.358323208E0,4.910921678E-2,2.489666462E0,-1.117198318E-1,2.492655638E0
4.368343208E0,4.269624129E-2,2.552074671E0,-1.139250100E-1,2.554972994E0
4.378364208E0,4.909688607E-2,2.547396898E0,-1.244767234E-1,2.550908841E0
4.388384208E0,5.804657191E-2,2.568349361E0,-1.408430487E-1,2.572863116E0
4.398404208E0,6.053529680E-2,2.605059147E0,-1.411466449E-1,2.609582353E0
4.408425208E0,6.380684674E-2,2.618351698E0,-1.325948089E-1,2.622483234E0
4.418445208E0,8.457124233E-2,2.639435291E0,-1.051679775E-1,2.642883133E0
4.428465208E0,5.030718073E-2,2.642889023E0,-4.731855169E-2,2.643791263E0
4.438486208E0,6.288448721E-2,2.679913282E0,-1.842804998E-2,2.680714318E0
4.448506208E0,4.477623478E-2,2.579207182E0,-8.105234057E-2,2.580868862E0
4.458526208E0,3.718702495E-2,2.580183268E0,-7.677397132E-2,2.581593076E0
4.468547208E0,4.009041935E-2,2.542833328E0,-6.888128817E-2,2.544081997E0
4.478567208E0,3.792526945E-2,2.537171125E0,-6.061322987E-2,2.538178404E0
4.488586708E0,4.204430059E-2,2.495263577E0,-5.570830777E-2,2.496239463E0
4.498607708E0,4.297214746E-2,2.475783587E0,-5.587795004E-2,2.476786894E0
4.508627708E0,4.126399383E-2,2.440043211E0,-4.926505685E-2,2.440889312E0
4.518647708E0,4.263579100E-2,2.417147398E0,-4.793027788E-2,2.417998483E0
4.528668708E0,3.899316117E-2,2.364012003E0,-4.440471157E-2,2.364750514E0
4.538688708E0,3.634411469E-2,2.313733816E0,-4.920399189E-2,2.314542309E0
4.548709708E0,3.300513700E-2,2.264858007E0,-5.111343786E-2,2.265675113E0
4.558729708E0,2.994783036E-2,2.186810970E0,-5.114246532E-2,2.187613916E0
4.568749708E0,2.954653278E-2,2.109935522E0,-5.402605981E-2,2.110833892E0
4.578770708E0,2.535551600E-2,2.035068035E0,-5.699655041E-2,2.036023923E0
4.588790708E0,1.996803656E-2,1.959497094E0,-6.285598874E-2,1.960606656E0
4.598810708E0,1.699568331E-2,1.876208305E0,-6.286185235E-2,1.877338028E0
4.608831708E0,1.458765194E-2,1.787511230E0,-6.244054064E-2,1.788660956E0
4.618851708E0,1.412159950E-2,1.690544486E0,-6.394335628E-2,1.691812292E0
4.628871708E0,8.300526068E-3,1.591515899E0,-6.587368250E-2,1.592900216E0
4.638892708E0,3.768091556E-3,1.498003244E0,-6.477432698E-2,1.499407760E0
4.648912708E0,1.680216752E-3,1.403100371E0,-6.327649206E-2,1.404527461E0
4.658932708E0,6.558062509E-3,1.343326569E0,-6.344560534E-2,1.344839999E0
4.668953708E0,-2.194917062E-3,1.206137896E0,-6.552915275E-2,1.207918669E0
4.678973708E0,-9.681062773E-3,1.095399141E0,-6.510491669E-2,1.097374891E0
4.688993708E0,-1.039930433E-2,9.907211661E-1,-6.734794378E-2,9.930620928E-1
4.699014708E0,-1.617516950E-2,8.472265601E-1,-6.625151634E-2,8.499669074E-1
4.709034708E0,-1.655027084E-2,6.924446225E-1,-6.323137134E-2,6.955225899E-1
4.719054708E0,-2.456851676E-2,5.689325333E-1,-5.859214440E-2,5.724691073E-1
4.729075708E0,-2.117214538E-2,4.496767223E-1,-5.665994063E-2,4.537265291E-1
4.739095708E0,-2.300573140E-2,3.423060477E-1,-5.596112832E-2,3.476123442E-1
4.749116708E0,-2.240906283E-2,2.180373222E-1,-4.920843244E-2,2.246417365E-1
4.759136708E0,-2.061968483E-2,9.003354609E-2,-5.005132407E-2,1.050540140E-1
4.769156708E0,-2.291600406E-2,-3.694319725E-2,-4.725725204E-2,6.421207780E-2
4.779177708E0,-2.461643144E-2,-1.566267163E-1,-4.286223650E-2,1.642408849E-1
4.789197708E0,-2.412256598E-2,-2.722011507E-1,-4.002393037E-2,2.761834166E-1
4.799217708E0,-2.016537450E-2,-3.886838257E-1,-3.394792601E-2,3.906842976E-1
4.809238708E0,-2.365863137E-2,-5.021182299E-1,-3.113832138E-2,5.036388018E-1
4.819258708E0,-1.861407235E-2,-6.190627217E-1,-2.541891672E-2,6.198639032E-1
4.829278708E0,-1.564774662E-2,-7.319470048E-1,-1.832048222E-2,7.323434371E-1
4.839299708E0,-1.249776129E-2,-8.495612741E-1,-1.149852853E-2,8.497309978E-1
4.849319708E0,-7.215326652E-3,-9.645580053E-1,-4.154098220E-3,9.645939369E-1
4.859339708E0,-7.374051027E-3,-1.068413019E0,1.537077129E-3,1.068439572E0
4.869360708E0,-3.557846649E-3,-1.184625149E0,1.151413936E-2,1.184686447E0
4.879380708E0,-7.639242685E-4,-1.283969879E0,1.946181059E-2,1.284117594E0
4.889400708E0,1.973196398E-3,-1.387431502E0,2.446784452E-2,1.387648638E0
4.899421708E0,7.924029604E-3,-1.487567186E0,3.497081995E-2,1.487999288E0
4.909441708E0,6.477730814E-3,-1.582463622E0,3.772234172E-2,1.582926420E0
4.919462708E0,8.043936454E-3,-1.682007551E0,4.361751303E-2,1.682592225E0
4.929482708E0,7.958146743E-3,-1.775596023E0,4.944103584E-2,1.776302053E0
4.939502708E0,3.183897818E-3,-1.863381267E0,5.156277493E-2,1.864097262E0
4.949523708E0,7.659574971E-3,-1.952813506E0,5.655343458E-2,1.953647243E0
4.959543708E0,6.968484260E-3,-2.036716461E0,5.894202366E-2,2.037581082E0
4.969563708E0,4.814347718E-3,-2.117017031E0,6.063397601E-2,2.117890641E0
4.979584708E0,3.568254411E-3,-2.189070702E0,6.240284443E-2,2.189962873E0
4.989604708E0,3.676990513E-3,-2.260402441E0,6.315430254E-2,2.261287505E0
4.999624708E0,-2.032560529E-3,-2.335727215E0,5.803250521E-2,2.336448913E0
5.009645708E0,-6.681452505E-4,-2.396068335E0,5.840623379E-2,2.396780173E0
5.019665708E0,-1.745660207E-3,-2.454574108E0,5.852873996E-2,2.455272432E0
5.029685708E0,-1.496324316E-3,-2.420395613E0,5.998524651E-2,2.421139275E0
5.039706708E0,-5.619429983E-3,-2.469091177E0,6.229873374E-2,2.469883388E0
5.049726708E0,-7.610784844E-3,-2.481122494E0,6.016784161E-2,2.481863599E0
5.059747708E0,-4.276773892E-3,-2.501801014E0,6.247919798E-2,2.502584715E0
5.069767708E0,-6.694377400E-3,-2.523090839E0,5.960614979E-2,2.523803695E0
5.079787708E0,-7.790002041E-3,-2.522719145E0,5.816564709E-2,2.523401635E0
5.089808708E0,-9.575854987E-3,-2.535263538E0,5.593013018E-2,2.535898477E0
5.099828708E0,-1.045336667E-2,-2.527193546E0,5.360252783E-2,2.527783560E0
5.109848708E0,-1.213184744E-2,-2.527279854E0,5.440201610E-2,2.527894424E0
5.119869708E0,-8.341636509E-3,-2.515593052E0,5.224645510E-2,2.516149375E0
5.129889708E0,-1.087514777E-2,-2.507948160E0,5.172174796E-2,2.508505009E0
5.139909708E0,-3.035803512E-2,-2.547659636E0,3.930795565E-2,2.548143706E0
5.149930708E0,-2.376804315E-2,-2.491661072E0,5.369115621E-2,2.492352815E0
5.159950708E0,1.321330899E-3,-2.396865845E0,5.677509680E-2,2.397538537E0
5.169971708E0,-1.212031581E-2,-2.390108585E0,5.873532966E-2,2.390860889E0
5.179991708E0,-7.976969704E-3,-2.345190763E0,6.589097530E-2,2.346129785E0
5.190011708E0,-1.083259936E-2,-2.282037735E0,6.565421075E-2,2.283007675E0
5.200032708E0,-1.216684282E-2,-2.228779554E0,6.710083783E-2,2.229822607E0
5.210052708E0,-1.150028408E-2,-2.162647009E0,6.924325228E-2,2.163785796E0
5.220072708E0,-1.623724960E-2,-2.098649263E0,7.161559165E-2,2.099933611E0
5.230093708E0,-1.880510896E-2,-2.024957180E0,7.548116893E-2,2.026450745E0
5.240113708E0,-1.915771328E-2,-1.941972733E0,7.551632822E-2,1.943534879E0
5.250133708E0,-2.924967185E-2,-1.865084648E0,7.106740773E-2,1.866667315E0
5.260154708E0,-3.236583620E-2,-1.785711050E0,7.391645759E-2,1.787533257E0
5.270174708E0,-3.258236870E-2,-1.711212397E0,7.602189481E-2,1.713210088E0
5.280195708E0,-4.110182077E-2,-1.632059455E0,7.736626267E-2,1.634409056E0
5.290215708E0,-4.297306761E-2,-1.548561215E0,8.493442833E-2,1.551483928E0
5.300235708E0,-1.886427030E-2,-1.381006598E0,1.024929136E-1,1.384933169E0
5.310256708E0,-1.242174953E-2,-1.275274634E0,1.050732657E-1,1.279656237E0
5.320276708E0,-2.639668621E-2,-1.165552378E0,1.055379882E-1,1.170618382E0
5.330296708E0,-1.069748402E-2,-1.059391260E0,1.117924601E-1,1.065327101E0
5.340317708E0,8.661034517E-3,-9.500477910E-1,7.689280063E-2,9.531937481E-1
5.350337708E0,-2.302544191E-2,-8.353515863E-1,7.094426453E-2,8.386748669E-1
5.360357708E0,-1.544981357E-2,-6.958373785E-1,7.589188218E-2,7.001342242E-1
5.370378708E0,-1.229479816E-2,-5.711669922E-1,7.608938217E-2,5.763440718E-1
5.380398708E0,-1.400428172E-2,-4.410724342E-1,7.569177449E-2,4.477390499E-1
5.390419708E0,-1.507189870E-2,-3.155279160E-1,7.539269328E-2,3.247600438E-1
5.400439708E0,-9.490712546E-3,-1.942672580E-1,7.888729125E-2,2.098881747E-1
5.410459708E0,-7.391639519E-3,-7.034952939E-2,8.114848286E-2,1.076511444E-1
5.420480708E0,-3.596901195E-3,5.516951159E-2,7.785148919E-2,9.548542860E-2
5.430500708E0,2.366374712E-3,1.680876762E-1,7.468169183E-2,1.839467904E-1
5.440520708E0,3.471852979E-3,2.898106575E-1,7.274664193E-2,2.988215937E-1
5.450541708E0,9.290451184E-3,4.159181118E-1,6.538075954E-2,4.211280469E-1
5.460561708E0,1.079460420E-2,5.347435474E-1,5.769141391E-2,5.379549091E-1
5.470582708E0,1.706610247E-2,6.592812538E-1,4.643205181E-2,6.611345997E-1
5.480602500E0,2.016735263E-2,7.726522684E-1,3.438204527E-2,7.736797626E-1
5.490622500E0,2.560923621E-2,8.904584646E-1,2.365328558E-2,8.911406107E-1
5.500643500E0,3.177312389E-2,1.001279354E0,5.182133522E-3,1.001796751E0
5.510663500E0,3.528395668E-2,1.110495448E0,-6.312757265E-3,1.111073782E0
5.520683500E0,3.864832595E-2,1.218276739E0,-1.851376332E-2,1.219030215E0
5.530704500E0,4.171702266E-2,1.323578835E0,-3.413907066E-2,1.324676080E0
5.540724500E0,4.256017879E-2,1.426083088E0,-4.630066454E-2,1.427469122E0
5.550744500E0,4.758946598E-2,1.524651885E0,-5.720795691E-2,1.526466796E0
5.560765500E0,4.947631434E-2,1.622842312E0,-6.433191150E-2,1.624870355E0
5.570785500E0,5.260560662E-2,1.715112090E0,-7.210870832E-2,1.717433113E0
5.580806500E0,5.403253064E-2,1.805356264E0,-7.616283745E-2,1.807769768E0
5.590826500E0,5.422241241E-2,1.891154528E0,-8.115706593E-2,1.893671563E0
5.600846500E0,5.418459699E-2,1.975489020E0,-8.442582935E-2,1.978034520E0
5.610867500E0,4.905316606E-2,2.059815407E0,-8.739984035E-2,2.062252277E0
5.620887500E0,4.673461989E-2,2.139157772E0,-9.116661549E-2,2.141609547E0
5.630907500E0,4.789266363E-2,2.210817575E0,-9.524087608E-2,2.213386293E0
5.640928500E0,4.752168432E-2,2.276748419E0,-9.559746832E-2,2.279249997E0
5.650948500E0,4.619519413E-2,2.337867022E0,-9.470041096E-2,2.340240239E0
5.660969500E0,4.800401255E-2,2.397858620E0,-9.978199005E-2,2.400413879E0
5.670989500E0,3.943450376E-2,2.459635496E0,-1.030596495E-1,2.462109491E0
5.681009500E0,5.396178365E-2,2.417432308E0,-1.127109453E-1,2.420659951E0
5.691030500E0,5.384368077E-2,2.481532097E0,-1.244138330E-1,2.485232281E0
5.701050500E0,5.784534663E-2,2.487135887E0,-1.410609782E-1,2.491804407E0
5.711070500E0,6.719822437E-2,2.513027191E0,-1.234365553E-1,2.516954081E0
5.721091500E0,6.778571755E-2,2.544939280E0,-1.342841536E-1,2.549380920E0
5.731111500E0,5.488600954E-2,2.527921915E0,-4.655562714E-2,2.528946245E0
5.741132500E0,6.058304384E-2,2.562744141E0,-2.361142822E-2,2.563568867E0
5.751152500E0,4.603553936E-2,2.502809048E0,-7.498285174E-2,2.504355172E0
5.761172500E0,3.310189769E-2,2.459357500E0,-6.923841685E-2,2.460554614E0
5.771193500E0,3.939880431E-2,2.442720413E0,-6.134485081E-2,2.443808191E0
5.781213500E0,4.232162610E-2,2.428901911E0,-5.533702299E-2,2.429900780E0
5.791233500E0,4.126561433E-2,2.393852949E0,-4.935025051E-2,2.394717152E0
5.801254500E0,4.342250898E-2,2.367510080E0,-4.453072697E-2,2.368326937E0
5.811274500E0,4.679448158E-2,2.333445787E0,-4.483822361E-2,2.334345611E0
5.821295500E0,4.104524851E-2,2.308213472E0,-4.419134185E-2,2.309001304E0
5.831315500E0,3.926953301E-2,2.256292343E0,-4.260205850E-2,2.257036147E0
5.841335500E0,4.070471227E-2,2.204941511E0,-4.322310910E-2,2.205740732E0
5.851356500E0,3.385387361E-2,2.150502205E0,-4.737220332E-2,2.151290297E0
5.861376500E0,3.336864337E-2,2.091299057E0,-5.026120320E-2,2.092169066E0
5.871396500E0,2.971182577E-2,2.013345242E0,-5.361688882E-2,2.014278190E0
5.881417500E0,2.393196709E-2,1.931612134E0,-5.933469534E-2,1.932671411E0
5.891437500E0,1.979766786E-2,1.854707956E0,-6.231413782E-2,1.855860071E0
5.901458500E0,1.700986922E-2,1.777771473E0,-6.365183741E-2,1.778991934E0
5.911478500E0,1.386826206E-2,1.688615084E0,-6.357737631E-2,1.689868430E0
5.921498500E0,1.295852568E-2,1.597459793E0,-6.520270556E-2,1.598842427E0
5.931519500E0,5.941055715E-3,1.502250910E0,-6.944502890E-2,1.503866917E0
5.941539500E0,9.841138963E-4,1.403168321E0,-7.092761248E-2,1.404960153E0
5.951559500E0,-3.640158568E-3,1.310568690E0,-6.822326034E-2,1.312348260E0
5.961580500E0,-4.475858528E-3,1.217690110E0,-6.749276072E-2,1.219567346E0
5.971600500E0,3.568479558E-3,1.153568029E0,-5.189345777E-2,1.154740171E0
5.981621500E0,-3.854016773E-3,1.001209617E0,-6.947004795E-2,1.003624251E0
5.991641500E0,-1.403442211E-2,8.966372609E-1,-6.559573859E-2,8.991430051E-1
6.001661500E0,-1.546187606E-2,7.873624563E-1,-6.577390432E-2,7.902562330E-1
6.011682500E0,-2.027730457E-2,6.829757094E-1,-6.465649605E-2,6.863289672E-1
6.021702500E0,-2.172553167E-2,5.782828331E-1,-5.964548513E-2,5.817564935E-1
6.031722500E0,-2.286298573E-2,4.494597912E-1,-5.806513503E-2,4.537712859E-1
6.041743500E0,-2.000754327E-2,2.943533063E-1,-5.901641771E-2,3.008772312E-1
6.051763500E0,-2.405250072E-2,1.602944136E-1,-5.142784119E-2,1.700518881E-1
6.061784500E0,-2.314329706E-2,3.749952838E-2,-5.027522519E-2,6.685375902E-2
6.071804500E0,-2.096040547E-2,-7.689606398E-2,-4.515922070E-2,9.160621413E-2
6.081824500E0,-2.097052522E-2,-1.909257025E-1,-4.188166931E-2,1.965870316E-1
6.091845500E0,-1.654856093E-2,-3.032346666E-1,-3.775025532E-2,3.060232012E-1
6.101865500E0,-1.918722130E-2,-4.167305827E-1,-3.083349392E-2,4.183099716E-1
6.111886500E0,-1.584283262E-2,-5.388782620E-1,-2.600392327E-2,5.397378815E-1
6.121906500E0,-1.316182874E-2,-6.482657194E-1,-1.731828973E-2,6.486305573E-1
6.131926500E0,-1.250604168E-2,-7.550364733E-1,-1.079594996E-2,7.552172069E-1
6.141947500E0,-9.396534413E-3,-8.678380847E-1,-3.197151935E-3,8.678948426E-1
6.151967500E0,-4.748185165E-3,-9.685023427E-1,5.848565605E-3,9.685316406E-1
6.161987500E0,-2.261325717E-3,-1.073077440E0,1.363911107E-2,1.073166498E0
6.172008500E0,-2.834266517E-3,-1.178262830E0,2.142170817E-2,1.178460953E0
6.182028500E0,4.688897170E-3,-1.274393082E0,2.800637297E-2,1.274709406E0
6.192049500E0,6.090744399E-3,-1.376974106E0,3.369809315E-2,1.377399850E0
6.202069500E0,9.346458130E-3,-1.474493265E0,4.047131166E-2,1.475078192E0
6.212089500E0,6.423917133E-3,-1.567172885E0,4.595836625E-2,1.567859780E0
6.222110500E0,7.558956277E-3,-1.657140613E0,4.832751676E-2,1.657862388E0
6.232130500E0,6.820048206E-3,-1.746728539E0,5.456453934E-2,1.747593887E0
6.242150500E0,4.293507431E-3,-1.832222700E0,5.610304698E-2,1.833086471E0
6.252171500E0,6.067687646E-3,-1.913657427E0,5.763139203E-2,1.914534654E0
6.262191500E0,5.307887681E-3,-1.996207476E0,5.766841024E-2,1.997047347E0
6.272212500E0,6.505746860E-4,-2.068882942E0,5.699457228E-2,2.069667952E0
6.282232500E0,-2.476775553E-3,-2.144878387E0,5.728272721E-2,2.145644598E0
6.292252500E0,-1.925596036E-3,-2.212170124E0,5.621164665E-2,2.212885021E0
6.302273500E0,-4.664923530E-3,-2.272089720E0,5.220332369E-2,2.272694138E0
