"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.142399500E0,1.437121886E-3,-2.521971226E0,5.287904292E-2,2.522525941E0
3.152419500E0,-2.492106054E-3,-2.464173317E0,5.812174454E-2,2.464859932E0
3.162439500E0,-3.559293225E-3,-2.404455423E0,6.355037540E-2,2.405297737E0
3.172460500E0,-1.143532526E-2,-2.345351219E0,6.844393909E-2,2.346377566E0
3.182480500E0,-1.032815129E-2,-2.273128748E0,7.581757009E-2,2.274416250E0
3.192500500E0,-1.758127101E-2,-2.202639341E0,8.045946062E-2,2.204178508E0
3.202521500E0,-2.481219731E-2,-2.116123199E0,9.048613906E-2,2.118202252E0
3.212541500E0,-3.545711935E-2,-2.043041945E0,1.063034534E-1,2.046112905E0
3.222561500E0,-4.242989421E-2,-1.983550906E0,1.288949996E-1,1.988187218E0
3.232581500E0,-1.663531363E-2,-1.847395658E0,1.417814940E-1,1.852902978E0
3.242602500E0,1.135585830E-2,-1.741049767E0,6.411044300E-2,1.742266740E0
3.252622500E0,-2.787090652E-2,-1.599764824E0,7.011587173E-2,1.601543167E0
3.262642500E0,-2.775787562E-2,-1.485511065E0,7.327748090E-2,1.487576288E0
3.272663500E0,-1.954814792E-2,-1.375887275E0,7.629164308E-2,1.378139448E0
3.282683500E0,-1.658247411E-2,-1.273344398E0,8.297712356E-2,1.276152866E0
3.292703500E0,-2.059825510E-2,-1.128072143E0,8.676653355E-2,1.131591569E0
3.302724500E0,-1.388369687E-2,-9.617705345E-1,9.033364803E-2,9.661032481E-1
3.312744500E0,-1.833916456E-2,-8.510890603E-1,9.287110716E-2,8.563375246E-1
3.322764500E0,-1.755873114E-2,-7.263708711E-1,9.228402376E-2,7.324201611E-1
3.332785500E0,-1.689480618E-2,-6.027139425E-1,9.256552160E-2,6.100146775E-1
3.342805500E0,-1.733737811E-2,-4.775967598E-1,9.421665967E-2,4.871098732E-1
3.352825500E0,-1.250027958E-2,-3.486132026E-1,9.641083330E-2,3.619150049E-1
3.362846500E0,-1.248659566E-2,-2.233896106E-1,9.542283416E-2,2.432372309E-1
3.372866500E0,-1.003515534E-2,-9.563458711E-2,9.108348191E-2,1.324495348E-1
3.382886500E0,-3.839248791E-3,3.044714220E-2,8.686470240E-2,9.212624394E-2
3.392906500E0,-3.012869973E-3,1.592128426E-1,8.610809594E-2,1.810315188E-1
3.402927500E0,2.376892604E-3,2.881781757E-1,8.270250261E-2,2.998199701E-1
3.412947500E0,3.925786819E-3,4.149600863E-1,7.833278924E-2,4.223071287E-1
3.422967500E0,1.189224608E-2,5.339316726E-1,6.940934062E-2,5.385555803E-1
3.432988500E0,1.587766781E-2,6.610286236E-1,5.867972970E-2,6.638179360E-1
3.443008500E0,2.170177549E-2,7.834716439E-1,4.639784992E-2,7.851442825E-1
3.453028500E0,2.750293911E-2,9.076140523E-1,3.582350165E-2,9.087370372E-1
3.463049500E0,3.473417833E-2,1.035286903E0,2.196006663E-2,1.036102157E0
3.473069500E0,4.102136940E-2,1.156327248E0,6.400015205E-3,1.157072347E0
3.483089500E0,4.744115844E-2,1.270424604E0,-1.072395500E-2,1.271355317E0
3.493110500E0,5.154375732E-2,1.386228442E0,-2.469383366E-2,1.387406155E0
3.503130500E0,5.676221475E-2,1.497546792E0,-4.048130661E-2,1.499168796E0
3.513150500E0,5.713985115E-2,1.601703525E0,-5.194754526E-2,1.603564059E0
3.523171500E0,6.193768233E-2,1.706171632E0,-6.597217172E-2,1.708569648E0
3.533191500E0,6.151983142E-2,1.805184007E0,-7.592839748E-2,1.807827179E0
3.543211500E0,6.106122583E-2,1.902154565E0,-8.702710271E-2,1.905123140E0
3.553231500E0,6.246923655E-2,1.998472810E0,-9.116565436E-2,2.001526206E0
3.563252500E0,6.116301939E-2,2.087622404E0,-9.629150480E-2,2.090736777E0
3.573272500E0,5.919946730E-2,2.174362421E0,-9.679484367E-2,2.177320775E0
3.583292500E0,6.060998887E-2,2.255704880E0,-9.762307256E-2,2.258629748E0
3.593313500E0,5.593880638E-2,2.334740400E0,-9.982390702E-2,2.337542876E0
3.603333500E0,5.462935194E-2,2.407943964E0,-9.576193243E-2,2.410466521E0
3.613353500E0,5.206366256E-2,2.481045008E0,-9.356482327E-2,2.483354451E0
3.623374500E0,4.489667341E-2,2.550028324E0,-9.312804043E-2,2.552123233E0
3.633394500E0,4.710949212E-2,2.607383490E0,-9.494032711E-2,2.609536670E0
3.643414500E0,4.668432102E-2,2.648661375E0,-9.747713059E-2,2.650865575E0
3.653435500E0,4.739378765E-2,2.621514320E0,-1.013395116E-1,2.623900379E0
3.663455500E0,4.261900112E-2,2.676713705E0,-1.098725274E-1,2.679306741E0
3.673475500E0,6.151918694E-2,2.685183764E0,-1.285713911E-1,2.688963937E0
3.683496500E0,6.989555061E-2,2.716680765E0,-1.353975236E-1,2.720950616E0
3.693516500E0,7.421120256E-2,2.732678652E0,-1.280458719E-1,2.736683332E0
3.703536500E0,5.986719579E-2,2.714114189E0,-4.454209283E-2,2.715139759E0
3.713557500E0,5.856597424E-2,2.733427763E0,-1.183208451E-2,2.734080706E0
3.723577500E0,6.041514501E-2,2.729649782E0,-4.770446941E-2,2.730735000E0
3.733597500E0,3.281174600E-2,2.616274118E0,-4.999452084E-2,2.616957456E0
3.743617500E0,4.650355130E-2,2.632442474E0,-4.695834219E-2,2.633271928E0
3.753638500E0,4.340602830E-2,2.587735415E0,-3.863223642E-2,2.588387743E0
3.763658500E0,4.597458243E-2,2.563623428E0,-3.118517809E-2,2.564225275E0
3.773678500E0,5.236057565E-2,2.537364960E0,-3.141101450E-2,2.538099529E0
3.783699500E0,5.189785734E-2,2.506001234E0,-3.420161456E-2,2.506771893E0
3.793719500E0,4.667912796E-2,2.448685169E0,-3.564557806E-2,2.449389435E0
3.803739500E0,4.427348822E-2,2.397052288E0,-3.741071373E-2,2.397752985E0
3.813760500E0,4.087343067E-2,2.335197687E0,-3.977240250E-2,2.335893987E0
3.823780500E0,3.491403908E-2,2.273078442E0,-4.550522193E-2,2.273801952E0
3.833800500E0,3.052967601E-2,2.201495647E0,-5.071862414E-2,2.202291426E0
3.843821500E0,2.818655968E-2,2.121514320E0,-5.861989781E-2,2.122511198E0
3.853841500E0,2.002263814E-2,2.037999392E0,-6.286364794E-2,2.039067008E0
3.863861500E0,1.513480674E-2,1.951246977E0,-6.654239446E-2,1.952439939E0
3.873882500E0,1.172915567E-2,1.866876960E0,-6.682389230E-2,1.868109362E0
3.883902500E0,5.415700842E-3,1.766731262E0,-7.097465545E-2,1.768164609E0
3.893922500E0,2.638290171E-3,1.662604928E0,-7.507565618E-2,1.664301193E0
3.903943500E0,-2.759407274E-3,1.564030051E0,-7.689672709E-2,1.565921685E0
3.913963500E0,-1.022344828E-2,1.465790868E0,-7.965283096E-2,1.467989087E0
3.923983500E0,-1.277422253E-2,1.368190885E0,-8.123555779E-2,1.370659948E0
3.934004500E0,-1.805899851E-2,1.265861869E0,-8.159668744E-2,1.268617522E0
3.944024500E0,-2.194395289E-2,1.150656104E0,-7.463683933E-2,1.153282994E0
3.954044500E0,-2.019532025E-2,9.746730328E-1,-8.487749100E-2,9.785701611E-1
3.964065500E0,-2.537873201E-2,8.330004811E-1,-8.529245108E-2,8.377402245E-1
3.974085500E0,-3.615920618E-2,7.344573736E-1,-7.984176278E-2,7.396687292E-1
3.984105500E0,-3.387058899E-2,6.331033707E-1,-8.275981247E-2,6.393874266E-1
3.994126500E0,-3.866134956E-2,5.094150305E-1,-7.946202159E-2,5.170228100E-1
4.004146500E0,-3.687439486E-2,3.791846037E-1,-7.985041291E-2,3.892515551E-1
4.014166500E0,-3.720542789E-2,2.482952774E-1,-7.329531014E-2,2.615473019E-1
4.024187500E0,-3.652475402E-2,1.275324225E-1,-7.137260586E-2,1.506407160E-1
4.034207500E0,-3.873198479E-2,6.388943642E-3,-6.551151723E-2,7.637240429E-2
4.044227500E0,-3.510276601E-2,-1.148124337E-1,-6.110518426E-2,1.347143001E-1
4.054248500E0,-3.130083531E-2,-2.357990295E-1,-5.998905376E-2,2.453153301E-1
4.064268500E0,-3.153998777E-2,-3.537895381E-1,-5.350212753E-2,3.591995069E-1
4.074288500E0,-2.520592697E-2,-4.718064368E-1,-4.682558402E-2,4.747939425E-1
4.084309500E0,-2.360120043E-2,-5.893393159E-1,-3.933575749E-2,5.911219398E-1
4.094329750E0,-1.713717729E-2,-7.040424347E-1,-2.998193726E-2,7.048888914E-1
4.104349750E0,-1.453803573E-2,-8.211767673E-1,-2.274268121E-2,8.216202695E-1
4.114370750E0,-5.550399888E-3,-9.389175177E-1,-1.308898814E-2,9.390251506E-1
4.124390750E0,-2.201108029E-3,-1.064604282E0,-4.675762728E-3,1.064616826E0
4.134410750E0,1.238364493E-3,-1.175621629E0,5.391252227E-3,1.175634643E0
4.144431750E0,7.589175366E-3,-1.283899188E0,1.292521507E-2,1.283986675E0
4.154451750E0,1.200975664E-2,-1.394155622E0,2.232643962E-2,1.394386102E0
4.164471750E0,1.997466758E-2,-1.496397376E0,2.986913174E-2,1.496828734E0
4.174492750E0,1.904149726E-2,-1.597168684E0,3.978807479E-2,1.597777667E0
4.184512750E0,1.689801738E-2,-1.699180126E0,4.684202373E-2,1.699909650E0
4.194532750E0,2.001684532E-2,-1.797096014E0,5.120801181E-2,1.797936878E0
4.204552750E0,2.051935159E-2,-1.890004992E0,5.640479550E-2,1.890957804E0
4.214573750E0,2.030123957E-2,-1.981439829E0,5.711772293E-2,1.982366861E0
4.224593750E0,1.769690029E-2,-2.070210934E0,6.045163050E-2,2.071168967E0
4.234614750E0,1.938134991E-2,-2.151968956E0,6.239307672E-2,2.152960501E0
4.244634750E0,1.517578401E-2,-2.233807087E0,6.295664608E-2,2.234745611E0
4.254654750E0,1.193711441E-2,-2.309425354E0,6.159603596E-2,2.310277479E0
4.264674750E0,1.361074392E-2,-2.381668568E0,6.137182564E-2,2.382498042E0
4.274695750E0,1.066928264E-2,-2.452489853E0,5.932492018E-2,2.453230474E0
4.284715750E0,7.218426559E-3,-2.514967203E0,5.726089701E-2,2.515629335E0
4.294736750E0,2.795981709E-3,-2.561994553E0,5.568057671E-2,2.562601068E0
4.304756750E0,1.144487411E-2,-2.512995005E0,5.345521495E-2,2.513589533E0
4.314776750E0,-2.086115070E-3,-2.577090740E0,5.551942810E-2,2.577689555E0
4.324796750E0,6.274548359E-3,-2.584322214E0,5.164964870E-2,2.584845907E0
4.334817750E0,4.639633931E-3,-2.604501963E0,5.111648142E-2,2.605007657E0
4.344837750E0,2.965038875E-4,-2.614391565E0,4.941067100E-2,2.614858459E0
4.354858750E0,3.449686803E-3,-2.619858027E0,4.888655990E-2,2.620316369E0
4.364878750E0,2.369831782E-4,-2.620617390E0,4.672686756E-2,2.621033949E0
4.374898750E0,1.051910338E-3,-2.612600327E0,4.572951421E-2,2.613000720E0
4.384919750E0,-2.240207279E-3,-2.617802382E0,4.441380128E-2,2.618180076E0
4.394939750E0,-7.856547832E-3,-2.621261597E0,4.028563574E-2,2.621582922E0
4.404959750E0,-3.317300230E-2,-2.690439463E0,1.294622943E-2,2.690675111E0
4.414980750E0,1.828645915E-2,-2.509860039E0,4.110702500E-2,2.510263252E0
4.425000750E0,-8.614597842E-3,-2.524855614E0,4.377757758E-2,2.525249801E0
4.435020750E0,5.050880369E-3,-2.491916418E0,4.350939766E-2,2.492301349E0
4.445041750E0,-7.705559023E-3,-2.441964149E0,4.872336239E-2,2.442462333E0
4.455061750E0,1.454383368E-3,-2.391397715E0,4.844426364E-2,2.391888792E0
4.465081750E0,-5.151380785E-3,-2.331893921E0,5.725324899E-2,2.332602351E0
4.475102750E0,-7.025979925E-3,-2.278953791E0,6.160005927E-2,2.279796989E0
4.485122750E0,-9.455743246E-3,-2.213898897E0,6.748460233E-2,2.214947383E0
4.495142750E0,-1.132794563E-2,-2.144020557E0,7.285566628E-2,2.145287958E0
4.505163750E0,-2.099955827E-2,-2.067562103E0,7.241554558E-2,2.068936452E0
4.515183750E0,-2.520335838E-2,-1.986252785E0,8.528127521E-2,1.988242498E0
4.525203750E0,-3.607328236E-2,-1.921469569E0,9.562613815E-2,1.924185788E0
4.535224750E0,-4.335915297E-2,-1.863527179E0,1.108825952E-1,1.867326568E0
4.545244750E0,-1.176861487E-2,-1.706402898E0,1.337620467E-1,1.711678017E0
4.555264750E0,2.193262428E-2,-1.595868945E0,1.144258976E-1,1.600116251E0
4.565285750E0,-1.123248134E-2,-1.507579923E0,6.441067159E-2,1.508997060E0
4.575305750E0,-3.095958196E-2,-1.365460038E0,7.026536763E-2,1.367617210E0
4.585325750E0,-1.456240006E-2,-1.259230614E0,8.087597042E-2,1.261909159E0
4.595346750E0,-9.509584866E-3,-1.151555777E0,8.505154401E-2,1.154731529E0
4.605366750E0,-1.391807199E-2,-1.041353703E0,9.016268700E-2,1.045342316E0
4.615386750E0,-1.522914600E-2,-9.144591689E-1,9.403625131E-2,9.194075892E-1
4.625407750E0,-2.127918415E-2,-7.557178736E-1,9.439965338E-2,7.618881825E-1
4.635427750E0,-1.604953595E-2,-6.223326325E-1,9.686174244E-2,6.300299122E-1
4.645447750E0,-1.643886231E-2,-5.069632530E-1,9.463492781E-2,5.159823114E-1
4.655468750E0,-1.366384979E-2,-3.869162202E-1,9.276964515E-2,3.981169041E-1
4.665488750E0,-8.950009011E-3,-2.598642409E-1,9.596844018E-2,2.771632513E-1
4.675508750E0,-8.506326936E-3,-1.407141536E-1,9.467095137E-2,1.698099516E-1
4.685529750E0,-5.075440742E-3,-1.635671221E-2,9.462813288E-2,9.616540784E-2
4.695549750E0,-6.273330655E-3,1.055833101E-1,9.032339603E-2,1.390881229E-1
4.705569750E0,2.006700961E-4,2.305136174E-1,8.197189122E-2,2.446547752E-1
4.715590750E0,4.534432199E-3,3.524139524E-1,8.044003695E-2,3.615062301E-1
4.725610750E0,9.254924022E-3,4.715139866E-1,7.065566629E-2,4.768682379E-1
4.735631750E0,1.457245741E-2,5.943245292E-1,6.219826639E-2,5.977479626E-1
4.745651750E0,2.094402537E-2,7.162501812E-1,5.082384497E-2,7.183564836E-1
4.755671750E0,2.542399429E-2,8.466337323E-1,3.983803838E-2,8.479517236E-1
4.765692750E0,3.128891811E-2,9.617671967E-1,2.168912813E-2,9.625204181E-1
4.775712750E0,3.969172388E-2,1.075534582E0,8.316864260E-3,1.076298862E0
4.785732750E0,4.240721464E-2,1.187608719E0,-6.777790375E-3,1.188384946E0
4.795753750E0,5.072453246E-2,1.296530962E0,-2.131625265E-2,1.297697922E0
4.805773750E0,5.330804735E-2,1.405738235E0,-3.812414408E-2,1.407265143E0
4.815793750E0,5.180762336E-2,1.510041237E0,-4.961674660E-2,1.511744154E0
4.825814750E0,5.732745305E-2,1.609132648E0,-6.150191650E-2,1.611327651E0
4.835834750E0,5.820762739E-2,1.708567381E0,-6.863573194E-2,1.710935851E0
4.845854750E0,5.745540932E-2,1.800629020E0,-7.793694735E-2,1.803230478E0
4.855875750E0,5.857606977E-2,1.895692706E0,-8.151463419E-2,1.898348395E0
4.865895750E0,5.687715486E-2,1.985402226E0,-8.734569699E-2,1.988136384E0
4.875915750E0,5.789980665E-2,2.068007469E0,-9.131753445E-2,2.070832241E0
4.885936750E0,5.729781836E-2,2.146524429E0,-9.116039425E-2,2.149223205E0
4.895956750E0,5.642749742E-2,2.224905968E0,-9.261368215E-2,2.227547513E0
4.905976750E0,5.551175028E-2,2.294189215E0,-8.966424316E-2,2.296611718E0
4.915997750E0,5.171248689E-2,2.364815712E0,-8.732119203E-2,2.366992295E0
4.926017750E0,4.775786027E-2,2.436694860E0,-8.728341758E-2,2.438725292E0
4.936038750E0,4.632774368E-2,2.494148731E0,-8.800593019E-2,2.496130845E0
4.946058750E0,4.496969283E-2,2.538102150E0,-9.343054146E-2,2.540219294E0
4.956078750E0,4.898919910E-2,2.506908178E0,-9.539755434E-2,2.509200919E0
4.966099750E0,4.139643162E-2,2.566060305E0,-1.089325771E-1,2.568705016E0
4.976119750E0,6.247588620E-2,2.577818155E0,-1.201772392E-1,2.581374101E0
4.986139750E0,6.810141355E-2,2.602741957E0,-1.376013905E-1,2.607266315E0
4.996160750E0,6.753975153E-2,2.612650394E0,-1.147573218E-1,2.616041465E0
5.006180750E0,6.850227714E-2,2.598339081E0,-5.694625899E-2,2.599865654E0
5.016200750E0,5.025190115E-2,2.615940332E0,-2.156003565E-2,2.616511783E0
5.026221750E0,6.460689008E-2,2.636312008E0,1.107052434E-3,2.637103767E0
5.036241750E0,5.226660520E-2,2.552516222E0,-5.370106548E-2,2.553615998E0
5.046261750E0,4.065465927E-2,2.524816036E0,-4.733081162E-2,2.525586867E0
5.056282750E0,4.395910725E-2,2.495364428E0,-4.140741006E-2,2.496095071E0
5.066302750E0,4.469537735E-2,2.478733063E0,-3.592328355E-2,2.479396248E0
5.076322750E0,4.734069481E-2,2.438430786E0,-3.030853719E-2,2.439078606E0
5.086343750E0,5.569017678E-2,2.419404984E0,-3.040747717E-2,2.420236865E0
5.096364042E0,4.454271495E-2,2.370025873E0,-3.332044184E-2,2.370678583E0
5.106385042E0,4.190849140E-2,2.316489697E0,-3.271755576E-2,2.317099755E0
5.116405042E0,4.090554267E-2,2.262898922E0,-3.537458926E-2,2.263545042E0
5.126425042E0,3.562054783E-2,2.200328827E0,-3.883778304E-2,2.200959823E0
5.136446042E0,3.413823247E-2,2.138307810E0,-4.211666808E-2,2.138994979E0
5.146466042E0,2.663317882E-2,2.050882339E0,-5.056288093E-2,2.051678411E0
5.156486042E0,2.472955175E-2,1.971822262E0,-5.551769212E-2,1.972758677E0
5.166507042E0,2.167506516E-2,1.894623995E0,-5.708311126E-2,1.895607652E0
5.176527042E0,1.615113579E-2,1.810004711E0,-5.854065716E-2,1.811023170E0
5.186547042E0,1.194728352E-2,1.724174976E0,-6.073968112E-2,1.725285888E0
5.196568042E0,6.125612650E-3,1.620821476E0,-6.315889210E-2,1.622063139E0
5.206588042E0,3.016000614E-3,1.517962694E0,-6.955441833E-2,1.519558375E0
5.216608042E0,-1.660244074E-3,1.421834469E0,-6.995016336E-2,1.423555070E0
5.226629042E0,-6.881371140E-3,1.326700807E0,-6.813814491E-2,1.328467233E0
5.236649042E0,-8.742654696E-3,1.229181170E0,-6.788967550E-2,1.231085615E0
5.246670042E0,-1.233369298E-2,1.121957660E0,-6.799098104E-2,1.124083575E0
5.256690042E0,-1.179626584E-2,1.028288960E0,-6.213575229E-2,1.030232105E0
5.266710042E0,-1.374211255E-2,8.946231008E-1,-7.166412473E-2,8.975940535E-1
5.276731042E0,-3.234455734E-2,7.474243045E-1,-6.784621626E-2,7.511939632E-1
5.286751042E0,-2.458370104E-2,6.056372523E-1,-7.200356573E-2,6.103977009E-1
5.296771042E0,-3.148075566E-2,4.868200421E-1,-7.232740521E-2,4.931693877E-1
5.306792042E0,-3.440578282E-2,3.688729405E-1,-6.812058389E-2,3.766847729E-1
5.316812042E0,-3.022941202E-2,2.551029623E-1,-6.642068923E-2,2.653357244E-1
5.326832042E0,-3.192318231E-2,1.393092573E-1,-6.388775259E-2,1.565496843E-1
5.336853042E0,-3.297779337E-2,1.836792380E-2,-6.021951512E-2,7.107253675E-2
5.346873042E0,-3.117920831E-2,-9.730816633E-2,-5.708995461E-2,1.170482173E-1
5.356893042E0,-2.920261025E-2,-2.125218362E-1,-5.330027640E-2,2.210412693E-1
5.366914042E0,-2.874437347E-2,-3.345688283E-1,-4.676972330E-2,3.390426919E-1
5.376934042E0,-2.612808347E-2,-4.487127066E-1,-4.189933464E-2,4.514214483E-1
5.386955042E0,-2.463378385E-2,-5.638898611E-1,-3.504622355E-2,5.655146652E-1
5.396975042E0,-1.908189245E-2,-6.774803400E-1,-3.023681790E-2,6.784231680E-1
5.406995042E0,-1.561998762E-2,-7.961506248E-1,-1.875571907E-2,7.965246878E-1
5.417016042E0,-1.053175144E-2,-9.118502736E-1,-1.225973852E-2,9.119934980E-1
5.427036042E0,-6.978201680E-3,-1.017703295E0,-4.819351248E-3,1.017738629E0
5.437056042E0,-3.400511108E-3,-1.127693772E0,6.039687898E-3,1.127715073E0
5.447077042E0,7.436339511E-4,-1.232232928E0,1.194977481E-2,1.232291094E0
5.457097042E0,6.174884737E-3,-1.335589409E0,2.258484252E-2,1.335794622E0
5.467117042E0,5.754371639E-3,-1.436818361E0,3.069789708E-2,1.437157777E0
5.477138042E0,9.361090139E-3,-1.535277247E0,3.482100368E-2,1.535700608E0
5.487158042E0,9.225002490E-3,-1.631788373E0,3.690359369E-2,1.632231684E0
5.497179042E0,1.064473391E-2,-1.726490378E0,4.297293723E-2,1.727057906E0
5.507199042E0,9.355607443E-3,-1.816216946E0,4.430798814E-2,1.816781417E0
5.517219042E0,1.076175645E-2,-1.905513287E0,4.797010124E-2,1.906147379E0
5.527240042E0,7.151592057E-3,-1.988379240E0,5.028754100E-2,1.989027899E0
5.537260042E0,7.379292976E-3,-2.071134806E0,4.973706603E-2,2.071745065E0
5.547280042E0,4.118425772E-3,-2.148348093E0,4.967895895E-2,2.148926357E0
5.557301042E0,4.697396886E-3,-2.221312761E0,5.102651939E-2,2.221903723E0
5.567321042E0,1.137985382E-3,-2.289092541E0,5.021040142E-2,2.289643431E0
5.577341042E0,-1.914796187E-3,-2.357362032E0,4.827135429E-2,2.357856980E0
5.587362042E0,-4.271194339E-4,-2.415665865E0,4.607762396E-2,2.416105317E0
5.597382042E0,-4.399490543E-3,-2.442781210E0,4.441474378E-2,2.443188913E0
5.607403042E0,3.638976254E-3,-2.421628714E0,4.264405370E-2,2.422006892E0
5.617423042E0,-6.409929600E-3,-2.465565681E0,4.273486510E-2,2.465944339E0
5.627443042E0,-2.144488040E-3,-2.479711056E0,4.218685254E-2,2.480070815E0
5.637464042E0,-4.938942846E-3,-2.501886129E0,4.233412445E-2,2.502249143E0
5.647484042E0,-3.959833179E-3,-2.511232853E0,3.891654313E-2,2.511537501E0
5.657504042E0,-6.266209530E-4,-2.515327454E0,3.934744000E-2,2.515635270E0
5.667525042E0,-4.063652828E-3,-2.519060612E0,4.168089479E-2,2.519408696E0
5.677545042E0,-3.932625987E-3,-2.512264252E0,3.947339952E-2,2.512577419E0
5.687566042E0,-9.445870295E-3,-2.514955521E0,3.669369966E-2,2.515240927E0
5.697586042E0,-1.815653779E-2,-2.555099726E0,2.925016358E-2,2.555331650E0
5.707606042E0,-2.044829354E-2,-2.531912804E0,1.279961504E-2,2.532027727E0
5.717627042E0,4.698871169E-3,-2.420429707E0,3.898993880E-2,2.420748285E0
5.727647042E0,-4.224817734E-3,-2.404476881E0,4.158955812E-2,2.404840247E0
5.737667042E0,6.064304616E-3,-2.390523911E0,4.160713404E-2,2.390893661E0
5.747688042E0,-3.889340442E-3,-2.345865726E0,4.736552015E-2,2.346347081E0
5.757708042E0,-1.729250653E-3,-2.295942783E0,4.944731295E-2,2.296475842E0
5.767728042E0,-2.971334849E-3,-2.239780664E0,5.225177482E-2,2.240392042E0
5.777749042E0,-9.485426359E-3,-2.184878826E0,5.941780657E-2,2.185707193E0
5.787769042E0,-7.857430726E-3,-2.117331743E0,6.188715994E-2,2.118250568E0
5.797790042E0,-1.168918796E-2,-2.055107355E0,6.825477630E-2,2.056273715E0
5.807810042E0,-1.992827654E-2,-1.982096076E0,6.798285991E-2,1.983361707E0
5.817830042E0,-2.454859577E-2,-1.906525373E0,7.182180136E-2,1.908035640E0
5.827851042E0,-2.869778126E-2,-1.836830974E0,7.710281014E-2,1.838672464E0
5.837871042E0,-4.204421490E-2,-1.774043322E0,8.640762419E-2,1.776643943E0
5.847891042E0,-3.300146386E-2,-1.653284788E0,1.032146811E-1,1.656832206E0
5.857912042E0,-2.249940531E-3,-1.528300524E0,1.174588650E-1,1.532809231E0
5.867932042E0,-1.583429240E-2,-1.423112035E0,1.223243400E-1,1.428447350E0
5.877953042E0,1.146288821E-3,-1.314052343E0,8.093561977E-2,1.316542992E0
5.887973042E0,-1.591385901E-2,-1.218953371E0,6.808528304E-2,1.220957074E0
5.897993042E0,-1.552903187E-2,-1.099575043E0,8.174037933E-2,1.102718421E0
5.908014042E0,-1.064218581E-2,-9.830211401E-1,8.690197021E-2,9.869122405E-1
5.918034042E0,-1.519912016E-2,-8.614650965E-1,9.030681849E-2,8.663189062E-1
5.928054042E0,-1.795571670E-2,-7.472151518E-1,9.040161967E-2,7.528780404E-1
5.938075042E0,-1.627686061E-2,-6.259750128E-1,9.238993376E-2,6.329656805E-1
5.948095042E0,-1.668887585E-2,-5.076630116E-1,9.143444896E-2,5.161012598E-1
5.958116042E0,-1.683747955E-2,-3.709416687E-1,9.283713251E-2,3.827531261E-1
5.968136042E0,-1.358886529E-2,-2.486137450E-1,9.355410933E-2,2.659808693E-1
5.978156042E0,-7.710203994E-3,-1.302202493E-1,9.308006614E-2,1.602518620E-1
5.988177042E0,-7.921694778E-3,-3.131925361E-3,9.308566153E-2,9.347460932E-2
5.998197042E0,-1.266455161E-3,1.139102727E-1,9.204303473E-2,1.464550251E-1
6.008217042E0,-1.905626850E-4,2.330632210E-1,8.525335789E-2,2.481665496E-1
6.018238042E0,7.417023182E-3,3.538120091E-1,8.219204843E-2,3.633090734E-1
6.028258042E0,9.833948687E-3,4.722049832E-1,7.262795419E-2,4.778588416E-1
6.038279042E0,1.467158087E-2,5.970926285E-1,6.285361946E-2,6.005709282E-1
6.048299042E0,2.109111473E-2,7.097010612E-1,4.942138121E-2,7.117323264E-1
6.058319042E0,2.591409907E-2,8.279550076E-1,3.921215236E-2,8.292880247E-1
6.068340042E0,3.189523891E-2,9.397304654E-1,2.328346856E-2,9.405598194E-1
6.078360042E0,3.845913336E-2,1.052365184E0,1.013064943E-2,1.053116430E0
6.088380042E0,4.142666981E-2,1.160104632E0,-6.712992210E-3,1.160863468E0
6.098400667E0,4.367677495E-2,1.264469385E0,-1.800612547E-2,1.265351614E0
6.108420667E0,4.913738370E-2,1.366127849E0,-3.228498250E-2,1.367392446E0
6.118441667E0,5.287113413E-2,1.469581485E0,-4.763624445E-2,1.471303609E0
6.128461667E0,5.547427014E-2,1.565571547E0,-5.728375912E-2,1.567601062E0
6.138481667E0,5.468837172E-2,1.656272650E0,-6.533369422E-2,1.658462662E0
6.148502667E0,5.696320906E-2,1.748094082E0,-7.222729921E-2,1.750512642E0
6.158522667E0,5.787108094E-2,1.835632086E0,-7.806601375E-2,1.838202524E0
6.168542667E0,6.045021489E-2,1.920434713E0,-8.131100982E-2,1.923105613E0
6.178563667E0,5.691273883E-2,2.001020193E0,-8.243646473E-2,2.003526053E0
6.188583667E0,5.838910118E-2,2.077310085E0,-8.368314058E-2,2.079814738E0
6.198604667E0,5.545243248E-2,2.155094385E0,-8.743766695E-2,2.157580155E0
6.208624667E0,5.230831355E-2,2.221263170E0,-8.720714599E-2,2.223589737E0
6.218644667E0,4.948855937E-2,2.290024281E0,-9.125301987E-2,2.292375937E0
6.228665667E0,4.917517677E-2,2.356263876E0,-9.867887944E-2,2.358841913E0
6.238685667E0,4.474634305E-2,2.407949924E0,-9.011655301E-2,2.410051051E0
6.248706667E0,4.414777458E-2,2.397893190E0,-9.318556637E-2,2.400109233E0
6.258726667E0,5.112418905E-2,2.431680679E0,-1.025449783E-1,2.434378788E0
6.268746667E0,4.469015449E-2,2.461445093E0,-1.146094725E-1,2.464517090E0
6.278767667E0,6.088270620E-2,2.476563454E0,-1.266893148E-1,2.480549017E0
6.288787667E0,6.682072580E-2,2.502560854E0,-1.225802600E-1,2.506452026E0
6.298807667E0,6.817361712E-2,2.506896019E0,-1.121497229E-1,2.510329232E0
6.308828667E0,5.847523734E-2,2.511404514E0,-4.840558022E-2,2.512551510E0
