"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
4.369305000E-1,1.144010201E-2,-2.973443508E0,8.588514477E-2,2.974705604E0
4.469505000E-1,-1.988639496E-2,-3.076063395E0,5.944076180E-2,3.076701916E0
4.569705000E-1,1.166556217E-2,-2.907717228E0,8.397273719E-2,2.908952902E0
4.669905000E-1,4.331483506E-3,-2.911238194E0,8.150158823E-2,2.912382030E0
4.770115000E-1,1.047296263E-2,-2.855810404E0,7.727985829E-2,2.856875027E0
4.870315000E-1,7.614058442E-3,-2.863802195E0,7.446063310E-2,2.864780161E0
4.970515000E-1,-5.619810545E-4,-2.810465574E0,7.237493247E-2,2.811397373E0
5.070715000E-1,-9.161814814E-4,-2.760809422E0,7.162605226E-2,2.761738545E0
5.170925000E-1,-6.165048108E-3,-2.698956728E0,7.500915229E-2,2.700005889E0
5.271125000E-1,-2.391348826E-3,-2.629349947E0,7.842306048E-2,2.630520298E0
5.371325000E-1,-1.443147846E-2,-2.563302755E0,8.434361964E-2,2.564730615E0
5.471525000E-1,-1.981372759E-2,-2.492953539E0,9.020630270E-2,2.494663726E0
5.571725000E-1,-2.208045311E-2,-2.413421392E0,9.634782374E-2,2.415444735E0
5.671935000E-1,-3.454724327E-2,-2.336394787E0,1.078982204E-1,2.339140042E0
5.772135000E-1,-4.212598503E-2,-2.255839586E0,1.344886273E-1,2.260237604E0
5.872335000E-1,-1.855913922E-2,-2.175988436E0,1.426823735E-1,2.180740327E0
5.972535000E-1,2.237135917E-2,-2.068865061E0,6.409809738E-2,2.069978667E0
6.072735000E-1,-3.823259845E-2,-1.907652378E0,6.549306214E-2,1.909159152E0
6.172945000E-1,-4.222187772E-2,-1.766429543E0,6.807703525E-2,1.768245034E0
6.273145000E-1,-2.770871483E-2,-1.610043168E0,7.036362588E-2,1.611818171E0
6.373345000E-1,-2.575604804E-2,-1.473380446E0,7.416031510E-2,1.475470456E0
6.473545000E-1,-2.953933552E-2,-1.362378716E0,8.155192435E-2,1.365137010E0
6.573755000E-1,-2.737969346E-2,-1.234830141E0,7.949418575E-2,1.237689157E0
6.673955000E-1,-2.587394230E-2,-1.111450672E0,8.397415280E-2,1.114918704E0
6.774155000E-1,-2.367355488E-2,-9.849248528E-1,8.666164428E-2,9.890134699E-1
6.874355000E-1,-2.101971582E-2,-8.543138504E-1,9.011363238E-2,8.593104504E-1
6.974565000E-1,-2.647149004E-2,-7.149682641E-1,8.978152275E-2,7.210694005E-1
7.074765000E-1,-2.209591493E-2,-5.813322067E-1,9.063240886E-2,5.887695624E-1
7.174965000E-1,-2.211499214E-2,-4.488799274E-1,9.177979082E-2,4.587001113E-1
7.275165000E-1,-1.977487281E-2,-3.166060448E-1,8.937095851E-2,3.295718456E-1
7.375365000E-1,-1.473236829E-2,-1.782322675E-1,8.699586987E-2,1.988770103E-1
7.475575000E-1,-1.378721371E-2,-3.912976384E-2,8.422990888E-2,9.389304144E-2
7.575775000E-1,-9.357649833E-3,1.059694365E-1,8.238149434E-2,1.345503537E-1
7.675975000E-1,-3.070193343E-3,2.440940142E-1,7.948956639E-2,2.567292445E-1
7.776175000E-1,-3.021296579E-4,3.779138625E-1,7.647042722E-2,3.855732161E-1
7.876385000E-1,5.131251644E-3,5.129776597E-1,6.789851189E-2,5.174771657E-1
7.976585000E-1,1.036860794E-2,6.418783665E-1,6.236684322E-2,6.449844715E-1
8.076785000E-1,1.516016759E-2,7.758257389E-1,5.365830287E-2,7.778268582E-1
8.176985000E-1,2.136085741E-2,9.067251682E-1,4.268006235E-2,9.079803988E-1
8.277185000E-1,2.731595188E-2,1.034193635E0,3.315153718E-2,1.035085340E0
8.377395000E-1,3.564757109E-2,1.161518455E0,1.737115532E-2,1.162195176E0
8.477595000E-1,4.514067248E-2,1.284009218E0,5.433269776E-3,1.284813945E0
8.577795000E-1,5.116264522E-2,1.405396819E0,-1.119941380E-2,1.406372377E0
8.677995000E-1,6.191808730E-2,1.541187644E0,-2.617543377E-2,1.542653025E0
8.778205000E-1,6.240265444E-2,1.670078874E0,-4.111861810E-2,1.671750064E0
8.878405000E-1,6.099277362E-2,1.777355313E0,-5.516359583E-2,1.779256882E0
8.978605000E-1,6.775502115E-2,1.890314102E0,-6.619877368E-2,1.892686035E0
9.078805000E-1,6.439331174E-2,1.996345520E0,-7.782160491E-2,1.998899231E0
9.179015000E-1,6.816218793E-2,2.098298788E0,-8.874853700E-2,2.101280607E0
9.279215000E-1,6.762503088E-2,2.200094461E0,-9.601337463E-2,2.203226578E0
9.379415000E-1,6.602344662E-2,2.293838739E0,-1.011913568E-1,2.297018709E0
9.479615000E-1,6.632944196E-2,2.387284040E0,-1.057213992E-1,2.390544227E0
9.579815000E-1,6.186508760E-2,2.475322485E0,-1.084395200E-1,2.478468847E0
9.680025000E-1,5.880032480E-2,2.556334496E0,-1.062783673E-1,2.559218362E0
9.780225000E-1,5.596353486E-2,2.638272047E0,-1.051040068E-1,2.640957812E0
9.880425000E-1,5.302660167E-2,2.710714340E0,-1.015865058E-1,2.713135432E0
9.980625000E-1,5.194804445E-2,2.776987791E0,-1.015090868E-1,2.779327956E0
1.008083500E0,4.947476834E-2,2.840313673E0,-1.023312062E-1,2.842587059E0
1.018103500E0,4.204745218E-2,2.905249834E0,-1.012813076E-1,2.907318780E0
1.028123500E0,5.084094405E-2,2.851401091E0,-1.050992087E-1,2.853790256E0
1.038143500E0,5.179556832E-2,2.915871143E0,-1.124140248E-1,2.918496911E0
1.048164500E0,6.780117005E-2,2.910213232E0,-1.503832489E-1,2.914884762E0
1.058184500E0,7.525577396E-2,2.948502302E0,-1.481254250E-1,2.953179710E0
1.068204500E0,8.969650418E-2,2.967525721E0,-1.484497935E-1,2.972590067E0
1.078224500E0,4.566011578E-2,2.961724758E0,-2.196829394E-2,2.962158165E0
1.088244500E0,8.211532235E-2,2.954165697E0,-6.909106672E-2,2.956114251E0
1.098265375E0,2.465747483E-2,2.855431318E0,-5.511334911E-2,2.856069587E0
1.108285375E0,4.537953064E-2,2.857090235E0,-5.529391021E-2,2.857985537E0
1.118305375E0,3.857855499E-2,2.829958916E0,-4.876810685E-2,2.830641994E0
1.128325375E0,4.501860961E-2,2.796857357E0,-4.160606861E-2,2.797529055E0
1.138346375E0,4.784618318E-2,2.767693043E0,-3.942948207E-2,2.768387386E0
1.148366375E0,4.453800246E-2,2.753308296E0,-3.766753525E-2,2.753926116E0
1.158386375E0,4.867038503E-2,2.694406033E0,-4.004466534E-2,2.695143085E0
1.168406375E0,5.129040033E-2,2.645703793E0,-4.152751341E-2,2.646526742E0
1.178427375E0,4.546561837E-2,2.585899830E0,-4.389631376E-2,2.586671981E0
1.188447375E0,3.839865699E-2,2.522788525E0,-4.676933214E-2,2.523514170E0
1.198467375E0,3.125392646E-2,2.448567629E0,-5.055368319E-2,2.449288859E0
1.208487375E0,2.801312692E-2,2.363616228E0,-5.700625479E-2,2.364469522E0
1.218508375E0,2.502244338E-2,2.280208349E0,-6.411876529E-2,2.281246908E0
1.228528375E0,2.125167288E-2,2.196516037E0,-6.758780032E-2,2.197658400E0
1.238548375E0,1.396036148E-2,2.111821890E0,-7.172555476E-2,2.113085692E0
1.248568375E0,8.661469445E-3,2.015352011E0,-7.599380612E-2,2.016802868E0
1.258589375E0,3.014549613E-3,1.915780663E0,-7.900159061E-2,1.917411247E0
1.268609375E0,-3.462790977E-3,1.803806186E0,-8.553059399E-2,1.805836158E0
1.278629375E0,-7.169931661E-3,1.711209178E0,-8.583612740E-2,1.713375645E0
1.288649375E0,-1.202087943E-2,1.554109097E0,-9.317686409E-2,1.556946214E0
1.298669375E0,-1.407837030E-2,1.375949264E0,-9.899261594E-2,1.379577513E0
1.308690375E0,-3.114763461E-2,1.267259717E0,-9.410492331E-2,1.271130639E0
1.318710375E0,-3.268415481E-2,1.175659180E0,-9.898273647E-2,1.180271301E0
1.328730375E0,-3.969945386E-2,1.077599287E0,-9.536856413E-2,1.082539345E0
1.338750375E0,-4.560272023E-2,9.588846564E-1,-9.798748791E-2,9.649564447E-1
1.348771375E0,-4.625838995E-2,8.236314654E-1,-1.016474664E-1,8.311683565E-1
1.358791375E0,-4.835565016E-2,6.944117546E-1,-9.794866294E-2,7.029508478E-1
1.368811375E0,-5.125263706E-2,5.731236935E-1,-9.726423025E-2,5.835734155E-1
1.378831375E0,-5.304985866E-2,4.535747468E-1,-9.524545074E-2,4.664933380E-1
1.388852375E0,-5.174064636E-2,3.321609795E-1,-9.302304685E-2,3.487997965E-1
1.398872375E0,-5.189887807E-2,2.016277760E-1,-9.336242825E-2,2.281749255E-1
1.408892375E0,-4.806552082E-2,6.384168565E-2,-9.105905890E-2,1.211520009E-1
1.418912375E0,-4.580958560E-2,-8.350248635E-2,-9.071144462E-2,1.315285123E-1
1.428933375E0,-4.810443148E-2,-2.287550122E-1,-8.467592299E-2,2.486220100E-1
1.438953375E0,-4.088767618E-2,-3.554486334E-1,-8.164960146E-2,3.669907226E-1
1.448973375E0,-3.737576678E-2,-4.811958969E-1,-7.712861896E-2,4.887691305E-1
1.458993375E0,-3.371356055E-2,-6.024076939E-1,-7.067687809E-2,6.074758060E-1
1.469014375E0,-2.517626621E-2,-7.273549438E-1,-6.491725892E-2,7.306800319E-1
1.479034375E0,-1.782822050E-2,-8.445279598E-1,-5.461920053E-2,8.464801105E-1
1.489054375E0,-1.171413623E-2,-9.688371420E-1,-4.385070875E-2,9.698997440E-1
1.499074375E0,-2.775455592E-3,-1.088456869E0,-3.751985356E-2,1.089106881E0
1.509095375E0,6.103257183E-3,-1.209171534E0,-2.440272085E-2,1.209433148E0
1.519115375E0,1.645687595E-2,-1.329853177E0,-1.188081596E-2,1.330008066E0
1.529135375E0,2.469776012E-2,-1.459212303E0,2.522796858E-4,1.459421320E0
1.539155375E0,3.275054321E-2,-1.589111924E0,1.037141494E-2,1.589483209E0
1.549176375E0,3.463020176E-2,-1.691129923E0,2.429788187E-2,1.691658965E0
1.559196375E0,3.948386014E-2,-1.800969124E0,3.450762853E-2,1.801732371E0
1.569216375E0,4.627651721E-2,-1.906466961E0,4.206301644E-2,1.907492356E0
1.579236375E0,5.095421523E-2,-2.007640839E0,5.523625016E-2,2.009046817E0
1.589257375E0,5.188765377E-2,-2.107398272E0,6.375969201E-2,2.109000972E0
1.599277375E0,5.248539522E-2,-2.204591990E0,7.315909117E-2,2.206429879E0
1.609297375E0,5.162546039E-2,-2.297710419E0,7.889873534E-2,2.299644183E0
1.619317375E0,5.163169652E-2,-2.386601448E0,8.184874803E-2,2.388562648E0
1.629338375E0,5.109027401E-2,-2.467704058E0,8.934767544E-2,2.469849497E0
1.639358375E0,5.016398057E-2,-2.548438311E0,9.598935395E-2,2.550738757E0
1.649378375E0,4.574712738E-2,-2.626746178E0,9.524793178E-2,2.628870565E0
1.659398375E0,4.273691028E-2,-2.691603422E0,1.000160649E-1,2.693800037E0
1.669419375E0,3.890941665E-2,-2.757390976E0,1.011351272E-1,2.759519388E0
1.679439375E0,3.162237629E-2,-2.789431334E0,9.901380539E-2,2.791367205E0
1.689459375E0,4.064463452E-2,-2.749406576E0,9.761591256E-2,2.751439146E0
1.699479375E0,2.262730151E-2,-2.800648928E0,9.673472494E-2,2.802410394E0
1.709500375E0,2.421960607E-2,-2.807162046E0,1.005172133E-1,2.809065513E0
1.719520375E0,2.051006816E-2,-2.837129354E0,9.139557183E-2,2.838675182E0
1.729540375E0,1.987543702E-2,-2.837769747E0,9.021072835E-2,2.839272820E0
1.739560375E0,1.259143557E-2,-2.849137068E0,8.246774971E-2,2.850358136E0
1.749581375E0,7.606531028E-3,-2.857676268E0,7.164891809E-2,2.858584453E0
1.759601375E0,-2.068829723E-2,-2.935152292E0,5.043745786E-2,2.935658516E0
1.769621375E0,3.466307651E-3,-2.813654661E0,6.920900941E-2,2.814507853E0
1.779641375E0,7.229683921E-3,-2.798969507E0,6.112634763E-2,2.799646228E0
1.789662375E0,4.647216760E-3,-2.767699480E0,5.868848786E-2,2.768325549E0
1.799682375E0,3.180511063E-3,-2.742327929E0,5.483875424E-2,2.742878027E0
1.809702375E0,1.170623349E-3,-2.733447075E0,5.372741818E-2,2.733975296E0
1.819723375E0,-9.154010331E-4,-2.677691936E0,5.360433087E-2,2.678228588E0
1.829743375E0,1.400483889E-3,-2.630971193E0,5.513139069E-2,2.631549135E0
1.839763375E0,-4.314586520E-3,-2.563487768E0,6.118307263E-2,2.564221426E0
1.849783375E0,-1.235173317E-3,-2.504718542E0,6.449045241E-2,2.505548946E0
1.859804375E0,-9.755967185E-3,-2.439585209E0,7.311546803E-2,2.440700113E0
1.869824375E0,-1.259409823E-2,-2.368933916E0,8.099469543E-2,2.370351588E0
1.879844375E0,-1.792704873E-2,-2.292084694E0,8.818411082E-2,2.293850488E0
1.889864375E0,-3.076614812E-2,-2.213573217E0,1.049684212E-1,2.216274196E0
1.899885375E0,-3.939642385E-2,-2.132127285E0,1.270667017E-1,2.136273574E0
1.909905375E0,-1.420451887E-2,-2.060060978E0,1.383510530E-1,2.064750352E0
1.919925375E0,2.134518325E-2,-1.939406991E0,6.155791134E-2,1.940501087E0
1.929945375E0,-3.348930553E-2,-1.789604664E0,7.147472352E-2,1.791344473E0
1.939966375E0,-3.301207721E-2,-1.654458761E0,7.219947875E-2,1.656362386E0
1.949986375E0,-2.310485020E-2,-1.550621867E0,7.557636499E-2,1.552634470E0
1.960006375E0,-2.431853488E-2,-1.426197171E0,7.996944338E-2,1.428644418E0
1.970026375E0,-1.864573546E-2,-1.252698779E0,8.634638041E-2,1.255809537E0
1.980047375E0,-2.306109108E-2,-1.140700817E0,8.798251301E-2,1.144321236E0
1.990067375E0,-2.485526167E-2,-1.020810366E0,8.889331669E-2,1.024974931E0
2.000087375E0,-2.166707255E-2,-8.876481652E-1,9.176836163E-2,8.926422349E-1
2.010108375E0,-2.156054601E-2,-7.606217861E-1,9.542009234E-2,7.668867926E-1
2.020128375E0,-1.801537350E-2,-6.356129646E-1,9.889744222E-2,6.435130912E-1
2.030148375E0,-1.757701859E-2,-5.059652328E-1,9.770434350E-2,5.156121674E-1
2.040168375E0,-1.788103953E-2,-3.699542284E-1,9.363531321E-2,3.820385250E-1
2.050189375E0,-1.498724893E-2,-2.448322475E-1,9.523240477E-2,2.631285959E-1
2.060209375E0,-7.646777667E-3,-1.123517156E-1,9.215166420E-2,1.455105165E-1
2.070229375E0,-7.528800052E-3,2.329746261E-2,8.911646158E-2,9.241860374E-2
2.080249375E0,-3.981083632E-3,1.545823961E-1,8.500044048E-2,1.764557766E-1
2.090270375E0,-1.043350669E-3,2.912150621E-1,7.925680280E-2,3.018094462E-1
2.100289792E0,1.187487040E-3,4.201883078E-1,7.470336556E-2,4.267788853E-1
2.110309792E0,9.908007458E-3,5.501694679E-1,7.012406737E-2,5.547089299E-1
2.120330792E0,1.372815669E-2,6.729813218E-1,5.779949203E-2,6.755983297E-1
2.130350792E0,1.828908548E-2,8.040381074E-1,5.138846487E-2,8.058861850E-1
2.140370792E0,2.565579489E-2,9.281560183E-1,3.768884018E-2,9.292751276E-1
2.150390792E0,3.176668286E-2,1.050434232E0,2.495040931E-2,1.051210598E0
2.160411792E0,3.956609964E-2,1.173618436E0,9.611473419E-3,1.174324525E0
2.170431792E0,5.066775158E-2,1.306972504E0,-5.741649773E-3,1.307966862E0
2.180451792E0,5.173152313E-2,1.427295566E0,-2.214873023E-2,1.428404476E0
2.190471792E0,5.580296367E-2,1.540476441E0,-3.755351901E-2,1.541944196E0
2.200492792E0,5.688499659E-2,1.654964685E0,-5.412679538E-2,1.656826401E0
2.210512792E0,6.398391724E-2,1.763841987E0,-6.544096768E-2,1.766214884E0
2.220532792E0,6.332018971E-2,1.865520835E0,-7.549735159E-2,1.868121324E0
2.230552792E0,6.430768967E-2,1.965860844E0,-8.760328591E-2,1.968862278E0
2.240573792E0,6.511411816E-2,2.068845749E0,-9.131489694E-2,2.071883441E0
2.250593792E0,6.266427785E-2,2.159494638E0,-9.827666730E-2,2.162637789E0
2.260613792E0,5.932449549E-2,2.247293234E0,-1.008844599E-1,2.250338630E0
2.270634792E0,5.889252946E-2,2.337511778E0,-1.036466882E-1,2.340549567E0
2.280654792E0,5.846251175E-2,2.414717674E0,-1.034282446E-1,2.417638665E0
2.290674792E0,5.481158569E-2,2.494558811E0,-1.012303382E-1,2.497213558E0
2.300694792E0,5.300383270E-2,2.571058512E0,-9.778234363E-2,2.573463165E0
2.310715792E0,4.925862700E-2,2.636664152E0,-9.554208815E-2,2.638854402E0
2.320735792E0,4.552404955E-2,2.703088999E0,-9.600675106E-2,2.705176495E0
2.330755792E0,4.598850384E-2,2.756973743E0,-9.679051489E-2,2.759055557E0
2.340776792E0,4.311436415E-2,2.730707407E0,-9.659890085E-2,2.732755594E0
2.350796792E0,4.654717818E-2,2.777060986E0,-1.038086116E-1,2.779390326E0
2.360816792E0,5.269613862E-2,2.798211575E0,-1.204102784E-1,2.801296759E0
2.370836792E0,7.139845192E-2,2.811213732E0,-1.498930752E-1,2.816112270E0
2.380857792E0,7.734479010E-2,2.842100143E0,-1.340431720E-1,2.846310421E0
2.390877792E0,6.653288752E-2,2.818726540E0,-3.421138600E-2,2.819719197E0
2.400897792E0,5.609792098E-2,2.849353313E0,-2.819671994E-3,2.849906881E0
2.410917792E0,6.449140608E-2,2.814335585E0,-7.126157731E-2,2.815976232E0
2.420938792E0,3.220972046E-2,2.730883598E0,-4.658175632E-2,2.731470768E0
2.430958792E0,4.928164929E-2,2.732272863E0,-4.514631256E-2,2.733090169E0
2.440978792E0,4.487068206E-2,2.704569101E0,-3.907062858E-2,2.705223450E0
2.450999792E0,4.821800813E-2,2.665943623E0,-3.266039863E-2,2.666579659E0
2.461019792E0,5.486114323E-2,2.644205570E0,-3.427416831E-2,2.644996703E0
2.471039792E0,4.944187403E-2,2.614563227E0,-3.278572857E-2,2.615236178E0
2.481059792E0,4.813666642E-2,2.559695721E0,-3.546416759E-2,2.560393921E0
2.491080792E0,4.425484315E-2,2.506416798E0,-3.812679276E-2,2.507097387E0
2.501100792E0,4.229183495E-2,2.443673611E0,-4.482120648E-2,2.444450502E0
2.511120792E0,3.583579883E-2,2.380770206E0,-4.677782953E-2,2.381499348E0
2.521141792E0,3.027743846E-2,2.309705019E0,-5.254597962E-2,2.310501045E0
2.531161792E0,2.824278176E-2,2.222487926E0,-5.923051387E-2,2.223456429E0
2.541181792E0,2.200605161E-2,2.135086775E0,-6.463017315E-2,2.136178097E0
2.551201792E0,1.767468639E-2,2.053225040E0,-6.994184852E-2,2.054491987E0
2.561222792E0,9.443193674E-3,1.971688628E0,-7.388359308E-2,1.973095032E0
2.571242792E0,5.496122874E-3,1.870340109E0,-7.972177118E-2,1.872046445E0
2.581262792E0,1.576698851E-3,1.762392163E0,-8.196944743E-2,1.764298051E0
2.591283792E0,-5.718232132E-3,1.660914779E0,-8.761721849E-2,1.663234012E0
2.601303792E0,-1.217294205E-2,1.561595678E0,-8.821438253E-2,1.564132674E0
2.611323792E0,-1.761191525E-2,1.463331699E0,-8.821304888E-2,1.466093921E0
2.621343792E0,-2.031510323E-2,1.352008581E0,-6.905398518E-2,1.353923321E0
2.631364792E0,-1.795660704E-2,1.136927485E0,-9.905156493E-2,1.141375381E0
2.641384792E0,-3.563785180E-2,1.030791283E0,-9.238419682E-2,1.035536366E0
2.651404792E0,-3.481946141E-2,9.290869236E-1,-9.375519305E-2,9.344543556E-1
2.661425792E0,-3.887335211E-2,8.221906424E-1,-9.345526993E-2,8.283975358E-1
2.671445792E0,-4.359460250E-2,7.039873004E-1,-9.454982728E-2,7.116447698E-1
2.681465792E0,-4.379152879E-2,5.742022991E-1,-9.226252884E-2,5.832138137E-1
2.691485792E0,-4.350550473E-2,4.436144829E-1,-8.917006850E-2,4.545743498E-1
2.701506792E0,-4.584855586E-2,3.154894710E-1,-8.768729120E-2,3.306429455E-1
2.711526792E0,-4.486025870E-2,2.002014816E-1,-8.060114831E-2,2.204305359E-1
2.721546792E0,-4.575224221E-2,7.080819458E-2,-8.166123927E-2,1.173696131E-1
2.731567792E0,-3.986212984E-2,-6.458931416E-2,-7.781536877E-2,1.087014283E-1
2.741587792E0,-3.990722448E-2,-1.915205568E-1,-7.443027943E-2,2.093145402E-1
2.751607792E0,-3.705897182E-2,-3.194103539E-1,-7.078893483E-2,3.292528130E-1
2.761627792E0,-3.109061345E-2,-4.421050549E-1,-6.582317501E-2,4.480582508E-1
2.771648792E0,-2.853877284E-2,-5.632399917E-1,-5.725925043E-2,5.668618628E-1
2.781668792E0,-2.302374318E-2,-6.790189147E-1,-4.731484503E-2,6.810546776E-1
2.791688792E0,-1.572028920E-2,-8.027688265E-1,-3.937223181E-2,8.038874852E-1
2.801709792E0,-8.159429766E-3,-9.161360860E-1,-2.777742967E-2,9.165934158E-1
2.811729792E0,-1.477292273E-3,-1.033427835E0,-1.710774004E-2,1.033570484E0
2.821749792E0,5.603340454E-3,-1.154563546E0,-4.821716808E-3,1.154587211E0
2.831770792E0,1.403357740E-2,-1.285662770E0,2.049505245E-3,1.285740993E0
2.841790792E0,1.950498484E-2,-1.395608544E0,1.934002526E-2,1.395878824E0
2.851810792E0,2.375325933E-2,-1.505653858E0,2.936895750E-2,1.506127582E0
2.861830792E0,2.996123396E-2,-1.614673495E0,3.717496246E-2,1.615379259E0
2.871851792E0,3.289923072E-2,-1.717959881E0,4.683238268E-2,1.718912966E0
2.881871792E0,3.510017693E-2,-1.818231821E0,5.525252223E-2,1.819409745E0
2.891891792E0,3.616783768E-2,-1.919497132E0,6.146141514E-2,1.920821402E0
2.901912792E0,3.697601333E-2,-2.014815331E0,6.626010686E-2,2.016243647E0
2.911932792E0,3.750784695E-2,-2.110298634E0,6.981968880E-2,2.111786436E0
2.921952792E0,3.453757614E-2,-2.198807001E0,7.427749783E-2,2.200332297E0
2.931972792E0,3.342916816E-2,-2.284008026E0,7.495579869E-2,2.285482125E0
2.941993792E0,3.105375171E-2,-2.366880655E0,7.694738358E-2,2.368334704E0
2.952013792E0,2.967796288E-2,-2.441300631E0,7.689305395E-2,2.442691567E0
2.962033792E0,2.466718666E-2,-2.509954453E0,7.605264336E-2,2.511227554E0
2.972054792E0,2.280643582E-2,-2.583045483E0,7.651790231E-2,2.584279220E0
2.982074792E0,2.161488496E-2,-2.646635294E0,7.629237324E-2,2.647822900E0
2.992094792E0,1.193349622E-2,-2.656566381E0,7.482577115E-2,2.657646749E0
3.002115792E0,1.703471132E-2,-2.640101910E0,7.234714180E-2,2.641147929E0
3.012135792E0,7.382085081E-3,-2.687604189E0,6.997186691E-2,2.688525029E0
3.022155792E0,9.285958484E-3,-2.698511600E0,6.875760108E-2,2.699403396E0
3.032175792E0,9.589293040E-3,-2.726272345E0,6.298600137E-2,2.727016701E0
3.042196792E0,9.109944105E-3,-2.719180107E0,6.177811697E-2,2.719897054E0
3.052216792E0,6.022541318E-3,-2.729929924E0,5.952268839E-2,2.730585397E0
3.062236792E0,3.762652865E-3,-2.721623659E0,5.988826230E-2,2.722285089E0
3.072257792E0,1.077653840E-3,-2.719471931E0,5.606263131E-2,2.720049957E0
3.082277792E0,3.182259388E-4,-2.717964411E0,5.258829519E-2,2.718473132E0
3.092297792E0,-2.272903547E-2,-2.783512592E0,3.958168253E-2,2.783886792E0
3.102318500E0,-4.136089701E-3,-2.686973333E0,3.263604641E-2,2.687174708E0
3.112338500E0,6.716291420E-3,-2.632733345E0,4.794975743E-2,2.633178527E0
3.122358500E0,3.570718225E-3,-2.610069513E0,5.018511042E-2,2.610554378E0
3.132378500E0,-2.347890753E-3,-2.576909304E0,5.155424401E-2,2.577426025E0
