"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.143613042E0,-1.243122108E-2,-2.344415426E0,3.611544147E-2,2.344726541E0
3.153634042E0,-4.989012610E-3,-2.288499355E0,3.830683976E-2,2.288825376E0
3.163654042E0,-9.329965338E-3,-2.216757774E0,4.124537483E-2,2.217161081E0
3.173674042E0,-9.292548522E-3,-2.151383400E0,4.174008220E-2,2.151808337E0
3.183695042E0,-7.547911722E-3,-2.076977730E0,4.288603738E-2,2.077434156E0
3.193715042E0,-1.346044242E-2,-1.995425582E0,4.626104981E-2,1.996007145E0
3.203735042E0,-9.386871010E-3,-1.907166243E0,4.820995033E-2,1.907798572E0
3.213755042E0,-1.502058469E-2,-1.825252652E0,5.135888979E-2,1.826036856E0
3.223776042E0,-1.752315648E-2,-1.749446273E0,5.023104325E-2,1.750254976E0
3.233796042E0,-2.344447747E-2,-1.657510757E0,5.451472476E-2,1.658572703E0
3.243816042E0,-3.014285862E-2,-1.558410525E0,6.427041441E-2,1.560026488E0
3.253837042E0,-3.373156488E-2,-1.466799140E0,7.552512735E-2,1.469129532E0
3.263857042E0,-3.658621013E-2,-1.378213167E0,8.744011074E-2,1.381468732E0
3.273877042E0,-1.334739290E-2,-1.211985707E0,1.045375168E-1,1.216558918E0
3.283898042E0,2.030031569E-2,-1.092406750E0,6.662795693E-2,1.094625002E0
3.293918042E0,-6.886454765E-3,-1.002371073E0,4.684571922E-2,1.003488770E0
3.303938042E0,-1.880276948E-2,-8.659285307E-1,4.996721074E-2,8.675727558E-1
3.313959042E0,-1.096553355E-2,-7.490333319E-1,5.689924955E-2,7.512713889E-1
3.323979042E0,-8.984941058E-3,-6.194418073E-1,6.388365477E-2,6.227921026E-1
3.333999042E0,-9.878432378E-3,-4.772894382E-1,6.888800114E-2,4.823363432E-1
3.344019042E0,-8.087189868E-3,-3.511437774E-1,7.515495270E-2,3.591874468E-1
3.354040042E0,-4.060173873E-3,-2.313268036E-1,7.766712457E-2,2.440507269E-1
3.364060042E0,-2.887584269E-3,-1.050953642E-1,7.850335538E-2,1.312103293E-1
3.374080042E0,-3.974554595E-3,1.640416309E-2,7.665981352E-2,7.849599137E-2
3.384101042E0,1.003159559E-3,1.414760649E-1,7.884173840E-2,1.619645115E-1
3.394121042E0,3.938169219E-3,2.670653164E-1,8.163593709E-2,2.792916373E-1
3.404141042E0,6.146196276E-3,3.867981136E-1,7.900366932E-2,3.948317821E-1
3.414162042E0,9.296802804E-3,5.068398118E-1,7.108778507E-2,5.118852396E-1
3.424182042E0,1.435494330E-2,6.307002306E-1,6.337819993E-2,6.340391482E-1
3.434202042E0,1.943288743E-2,7.485052347E-1,5.124171823E-2,7.505087856E-1
3.444222042E0,2.131174691E-2,8.699133992E-1,4.157630727E-2,8.711670919E-1
3.454243042E0,2.747181244E-2,9.872753620E-1,3.295771033E-2,9.882072412E-1
3.464263042E0,3.537953645E-2,1.095905304E0,2.288137563E-2,1.096714960E0
3.474283042E0,4.099213332E-2,1.206245899E0,9.446632117E-3,1.206979189E0
3.484304042E0,3.918704018E-2,1.311449528E0,-3.807921195E-3,1.312040391E0
3.494324042E0,4.122888297E-2,1.414486766E0,-1.973602921E-2,1.415225121E0
3.504344042E0,4.524386302E-2,1.516663790E0,-2.821473591E-2,1.517600781E0
3.514365042E0,4.607207701E-2,1.618508935E0,-3.626664355E-2,1.619570646E0
3.524385042E0,4.991342127E-2,1.713805914E0,-4.270696640E-2,1.715064414E0
3.534405042E0,5.184220150E-2,1.804325819E0,-5.165551975E-2,1.805809394E0
3.544426042E0,5.199266970E-2,1.896703243E0,-5.968867987E-2,1.898354332E0
3.554446042E0,5.325028300E-2,1.984019876E0,-6.285659969E-2,1.985729441E0
3.564466042E0,5.093120411E-2,2.066429377E0,-6.550244987E-2,2.068094516E0
3.574487042E0,4.833916947E-2,2.148455143E0,-6.711243093E-2,2.150046570E0
3.584507042E0,4.735380039E-2,2.221141338E0,-7.202756405E-2,2.222813352E0
3.594527042E0,4.592227936E-2,2.289037228E0,-7.615536451E-2,2.290764048E0
3.604547042E0,4.494303465E-2,2.358724117E0,-8.091017604E-2,2.360539302E0
3.614568042E0,4.571969062E-2,2.421221256E0,-9.041161090E-2,2.423340034E0
3.624588042E0,5.327188224E-2,2.482918024E0,-9.959179163E-2,2.485485533E0
3.634608042E0,5.463955179E-2,2.462209940E0,-1.207044497E-1,2.465772259E0
3.644629042E0,7.079534978E-2,2.512647390E0,-1.213055253E-1,2.516569872E0
3.654649042E0,5.680901557E-2,2.552186966E0,-1.096797585E-1,2.555174206E0
3.664669042E0,8.149599284E-2,2.537768364E0,-5.818274617E-2,2.539743117E0
3.674690042E0,4.451663047E-2,2.572206497E0,-3.473157436E-2,2.572826126E0
3.684710042E0,6.650901586E-2,2.578344345E0,-1.473762281E-2,2.579244116E0
3.694730042E0,5.185498297E-2,2.556851625E0,-6.334812194E-2,2.558161871E0
3.704751042E0,3.303761780E-2,2.499322653E0,-5.503879860E-2,2.500146891E0
3.714771042E0,4.186103120E-2,2.510915756E0,-4.740022868E-2,2.511711978E0
3.724791042E0,4.221443087E-2,2.484338999E0,-4.223662615E-2,2.485056589E0
3.734812042E0,4.505870491E-2,2.472619295E0,-3.506695852E-2,2.473278423E0
3.744832042E0,4.868965968E-2,2.446174622E0,-3.044397570E-2,2.446848544E0
3.754852042E0,4.875231534E-2,2.418403864E0,-3.053407371E-2,2.419087920E0
3.764873042E0,4.621778801E-2,2.378576279E0,-2.562853135E-2,2.379163302E0
3.774893042E0,4.714015126E-2,2.356333494E0,-2.489749342E-2,2.356936489E0
3.784913042E0,4.643281549E-2,2.306190014E0,-2.475767769E-2,2.306790266E0
3.794934042E0,4.189305753E-2,2.255604029E0,-2.691634931E-2,2.256153597E0
3.804954042E0,3.548975289E-2,2.196858883E0,-3.244613856E-2,2.197385088E0
3.814974042E0,3.751555085E-2,2.139511347E0,-3.592253849E-2,2.140141736E0
3.824994042E0,3.026456013E-2,2.065298319E0,-3.979903460E-2,2.065903447E0
3.835015042E0,2.827349864E-2,1.984200716E0,-4.462476820E-2,1.984903837E0
3.845035042E0,2.187259123E-2,1.910134196E0,-4.701415822E-2,1.910837876E0
3.855055042E0,1.853042841E-2,1.833949566E0,-5.172156170E-2,1.834772331E0
3.865076042E0,1.465446316E-2,1.744868994E0,-5.135830864E-2,1.745686179E0
3.875096042E0,1.133005042E-2,1.646659732E0,-5.486010015E-2,1.647612295E0
3.885116042E0,7.136902772E-3,1.550741792E0,-5.764150620E-2,1.551829109E0
3.895137042E0,4.617854021E-3,1.453821659E0,-6.021775678E-2,1.455075572E0
3.905157042E0,-8.363000234E-4,1.360883951E0,-6.114347279E-2,1.362257080E0
3.915177042E0,-5.321144126E-3,1.267413259E0,-6.130183861E-2,1.268906063E0
3.925198042E0,-4.638046958E-4,1.191023350E0,-4.854609445E-2,1.192012398E0
3.935218042E0,-9.697007015E-3,1.053600073E0,-6.378293037E-2,1.055573497E0
3.945238042E0,-1.528964471E-2,9.326602817E-1,-6.163802370E-2,9.348198865E-1
3.955259042E0,-2.009882778E-2,8.183069229E-1,-6.066232547E-2,8.207984532E-1
3.965279042E0,-2.418811247E-2,6.818110943E-1,-6.373401731E-2,6.852105210E-1
3.975299042E0,-2.144169807E-2,5.419988036E-1,-6.213931739E-2,5.459704610E-1
3.985320042E0,-2.607693151E-2,4.282914102E-1,-5.680181086E-2,4.328278920E-1
3.995340042E0,-2.589093708E-2,3.170177341E-1,-5.917947739E-2,3.235317525E-1
4.005360042E0,-2.907394618E-2,2.055670917E-1,-5.472454056E-2,2.147042125E-1
4.015381042E0,-3.186580911E-2,8.845254779E-2,-5.313108489E-2,1.079916440E-1
4.025401042E0,-3.144289926E-2,-2.307637222E-2,-4.881223664E-2,6.248047146E-2
4.035421042E0,-2.741853893E-2,-1.427228451E-1,-4.770196602E-2,1.529609896E-1
4.045442042E0,-2.487894893E-2,-2.602899671E-1,-4.440150782E-2,2.652193865E-1
4.055462042E0,-2.794796228E-2,-3.725013137E-1,-3.889817372E-2,3.755680833E-1
4.065482042E0,-2.675247006E-2,-4.845639169E-1,-3.256837279E-2,4.863934448E-1
4.075503042E0,-2.205490693E-2,-5.961173773E-1,-2.831078321E-2,5.971966568E-1
4.085523042E0,-2.048683725E-2,-7.182957530E-1,-2.077563480E-2,7.188881181E-1
4.095543042E0,-1.513674483E-2,-8.280189037E-1,-1.432528067E-2,8.282811356E-1
4.105564042E0,-1.258730143E-2,-9.383028150E-1,-7.333150599E-3,9.384158928E-1
4.115584042E0,-6.901794579E-3,-1.046338439E0,-1.700661378E-3,1.046362583E0
4.125604042E0,-8.908220567E-3,-1.147028089E0,3.568669083E-3,1.147068232E0
4.135625042E0,-5.334181711E-3,-1.248681903E0,7.972834632E-3,1.248718749E0
4.145645042E0,-3.320032964E-3,-1.350461841E0,1.686992310E-2,1.350571287E0
4.155665042E0,-2.350075403E-3,-1.449262619E0,2.181150764E-2,1.449428647E0
4.165686042E0,2.534162020E-3,-1.545716643E0,2.746033855E-2,1.545962624E0
4.175706042E0,4.974520300E-3,-1.638051987E0,3.222420439E-2,1.638376470E0
4.185726042E0,4.449877422E-3,-1.730726600E0,3.576061502E-2,1.731101726E0
4.195747042E0,5.341787823E-3,-1.816281796E0,4.061075300E-2,1.816743606E0
4.205767042E0,7.176971994E-3,-1.899504185E0,4.148746654E-2,1.899970754E0
4.215787042E0,1.363161835E-3,-1.983971715E0,4.308172688E-2,1.984439886E0
4.225808042E0,6.078892620E-4,-2.061798334E0,4.743599519E-2,2.062344034E0
4.235828042E0,5.981995491E-4,-2.132313013E0,4.241753370E-2,2.132734956E0
4.245848042E0,7.915451424E-4,-2.201890945E0,4.693984613E-2,2.202391362E0
4.255869042E0,-1.755644917E-3,-2.270071507E0,4.670874402E-2,2.270552671E0
4.265889042E0,-2.217969624E-3,-2.333928585E0,4.127722606E-2,2.334294619E0
4.275909042E0,-4.113042727E-3,-2.390433073E0,4.375169426E-2,2.390836967E0
4.285930042E0,-8.526433259E-3,-2.368688345E0,4.498793557E-2,2.369130872E0
4.295950042E0,-5.108626094E-3,-2.408983946E0,4.467695206E-2,2.409403615E0
4.305970042E0,-7.082561031E-3,-2.427376509E0,4.412887245E-2,2.427787930E0
4.315991042E0,-6.798516028E-3,-2.440347910E0,4.340122268E-2,2.440743290E0
4.326011042E0,-7.435810287E-3,-2.460452795E0,4.308484122E-2,2.460841228E0
4.336031042E0,-6.427314598E-3,-2.459809542E0,4.099398851E-2,2.460159507E0
4.346052042E0,-9.279027581E-3,-2.473574638E0,4.298976064E-2,2.473965584E0
4.356072042E0,-1.298965514E-2,-2.466287374E0,4.115571082E-2,2.466664942E0
4.366092042E0,-7.470253855E-3,-2.464036465E0,3.842144459E-2,2.464347320E0
4.376113042E0,-1.151922252E-2,-2.450861454E0,4.024624452E-2,2.451218946E0
4.386133042E0,-7.644323632E-3,-2.436276436E0,3.794580698E-2,2.436583918E0
4.396153042E0,-1.177152060E-2,-2.417004585E0,3.764931485E-2,2.417326458E0
4.406174042E0,-1.524907630E-2,-2.413706064E0,3.411343321E-2,2.413995283E0
4.416194042E0,-4.459378496E-2,-2.475374699E0,3.652904881E-3,2.475779039E0
4.426214042E0,7.872352377E-3,-2.306916952E0,3.948494047E-2,2.307268268E0
4.436235042E0,-1.594809629E-2,-2.291871309E0,3.832609206E-2,2.292247223E0
4.446255042E0,-4.297298845E-3,-2.227553606E0,3.688878193E-2,2.227863173E0
4.456275042E0,-1.235065609E-2,-2.178267956E0,4.460309818E-2,2.178759570E0
4.466296042E0,-8.877095766E-3,-2.111631393E0,4.139984772E-2,2.112055845E0
4.476316042E0,-1.037033554E-2,-2.043059349E0,4.481169954E-2,2.043577044E0
4.486336042E0,-7.783606648E-3,-1.972856164E0,4.431129247E-2,1.973369078E0
4.496357042E0,-1.406803634E-2,-1.889750004E0,4.833940417E-2,1.890420505E0
4.506377042E0,-1.234443858E-2,-1.810168862E0,4.666853696E-2,1.810812428E0
4.516397042E0,-1.693422347E-2,-1.727338076E0,4.966070876E-2,1.728134769E0
4.526418042E0,-1.787884720E-2,-1.647901773E0,4.526888952E-2,1.648620387E0
4.536438042E0,-2.248668671E-2,-1.564136147E0,5.163223296E-2,1.565149650E0
4.546458042E0,-2.288589254E-2,-1.466396809E0,5.476224795E-2,1.467597448E0
4.556479042E0,-3.169263527E-2,-1.373007059E0,6.281529367E-2,1.374808557E0
4.566499042E0,-4.025283083E-2,-1.282937050E0,6.731630117E-2,1.285332350E0
4.576519042E0,-2.589450218E-2,-1.153729796E0,8.113086969E-2,1.156868699E0
4.586540042E0,-3.032329259E-3,-1.019422412E0,8.891741931E-2,1.023297394E0
4.596560042E0,-1.215748489E-2,-9.144977927E-1,9.264802188E-2,9.192593069E-1
4.606580042E0,-2.264640061E-3,-7.872069478E-1,9.124825895E-2,7.924810105E-1
4.616601042E0,2.892837860E-3,-6.884430647E-1,5.370248109E-2,6.905404972E-1
4.626621042E0,-1.125973277E-2,-5.600289106E-1,5.912760645E-2,5.632541488E-1
4.636641042E0,-3.229071619E-3,-4.310300350E-1,6.528003514E-2,4.359573385E-1
4.646662042E0,-3.204836976E-3,-3.144299090E-1,6.763080508E-2,3.216370073E-1
4.656682042E0,-1.850087545E-3,-1.957526505E-1,7.153747231E-2,2.084229665E-1
4.666702042E0,-2.409617649E-3,-6.952840835E-2,7.552875578E-2,1.026868968E-1
4.676723042E0,-1.700435998E-3,5.394911394E-2,7.452034205E-2,9.201456274E-2
4.686743042E0,1.215459197E-3,1.781240553E-1,7.439251244E-2,1.930386032E-1
4.696763042E0,6.259805057E-3,2.983247936E-1,7.278331369E-2,3.071388585E-1
4.706784042E0,8.185802959E-3,4.153589904E-1,7.187783718E-2,4.216118141E-1
4.716804042E0,1.093431935E-2,5.319210887E-1,6.656520069E-2,5.361814337E-1
4.726825042E0,1.687663049E-2,6.512935758E-1,5.617167801E-2,6.539292010E-1
4.736845042E0,2.056241594E-2,7.636115551E-1,4.775831848E-2,7.653798253E-1
4.746865042E0,2.320853248E-2,8.755401969E-1,3.788091987E-2,8.766665480E-1
4.756886042E0,2.881485224E-2,9.859758615E-1,2.344640344E-2,9.866754426E-1
4.766906042E0,3.321093321E-2,1.092396379E0,1.094925310E-2,1.092955946E0
4.776926042E0,3.818684444E-2,1.196292281E0,2.833068604E-3,1.196904960E0
4.786947042E0,3.867420182E-2,1.299751043E0,-9.402825497E-3,1.300360289E0
4.796967042E0,4.253998399E-2,1.397258878E0,-2.097170614E-2,1.398063602E0
4.806987042E0,4.557066038E-2,1.496497273E0,-3.170983866E-2,1.497526724E0
4.817008042E0,4.666092247E-2,1.592691660E0,-3.828987479E-2,1.593835023E0
4.827028042E0,4.986310750E-2,1.680328608E0,-4.562821239E-2,1.681687394E0
4.837048042E0,5.106652528E-2,1.771756411E0,-4.881080240E-2,1.773164139E0
4.847069042E0,4.879271984E-2,1.856070042E0,-5.380769074E-2,1.857490780E0
4.857089042E0,4.912597686E-2,1.939636588E0,-5.958601460E-2,1.941173343E0
4.867109042E0,4.739705473E-2,2.023514748E0,-6.291816384E-2,2.025047434E0
4.877130042E0,4.661125317E-2,2.094693899E0,-6.724678725E-2,2.096291313E0
4.887150042E0,5.119402334E-2,2.161982298E0,-7.170305401E-2,2.163776701E0
4.897170042E0,4.517101869E-2,2.230145931E0,-7.795862854E-2,2.231965242E0
4.907191042E0,4.696945101E-2,2.292492151E0,-8.582853526E-2,2.294579031E0
4.917211042E0,4.848928377E-2,2.353935957E0,-9.765119851E-2,2.356459517E0
4.927232042E0,5.095803365E-2,2.378493786E0,-1.112437025E-1,2.381639052E0
4.937252042E0,6.998721510E-2,2.371697187E0,-1.304067373E-1,2.376310518E0
4.947272042E0,5.787063390E-2,2.421757221E0,-1.092532501E-1,2.424910992E0
4.957293042E0,6.039121747E-2,2.458059788E0,-1.163428575E-1,2.461552494E0
4.967313042E0,5.999147519E-2,2.436757326E0,-5.173856393E-2,2.438044733E0
4.977333042E0,5.258446187E-2,2.470438719E0,-3.321897611E-2,2.471221578E0
4.987354042E0,6.226052716E-2,2.492572546E0,-8.902184665E-3,2.493365902E0
4.997374042E0,4.927991331E-2,2.430276871E0,-5.892967433E-2,2.431490671E0
5.007394042E0,3.545277938E-2,2.417587519E0,-4.850233346E-2,2.418333886E0
5.017415042E0,4.266937822E-2,2.395229578E0,-4.371879995E-2,2.396008502E0
5.027435042E0,4.223368689E-2,2.387078762E0,-3.832696378E-2,2.387759966E0
5.037455042E0,4.495520517E-2,2.358236313E0,-3.209493309E-2,2.358883118E0
5.047476042E0,4.714298993E-2,2.339391708E0,-2.589216270E-2,2.340009921E0
5.057496042E0,4.853878543E-2,2.303179502E0,-2.163721062E-2,2.303792526E0
5.067516042E0,4.961550236E-2,2.265837431E0,-1.848775707E-2,2.266455991E0
5.077537042E0,4.767509177E-2,2.237832069E0,-1.799562387E-2,2.238412189E0
5.087557042E0,4.622260109E-2,2.189813137E0,-2.166865580E-2,2.190408098E0
5.097578042E0,3.922095150E-2,2.137411118E0,-2.227281593E-2,2.137886958E0
5.107598042E0,3.938553482E-2,2.083988905E0,-2.844602428E-2,2.084555145E0
5.117618042E0,3.808724135E-2,2.020504951E0,-3.107030317E-2,2.021102734E0
5.127639042E0,3.763557225E-2,1.945122600E0,-3.456383944E-2,1.945793674E0
5.137659042E0,3.127079457E-2,1.869444013E0,-3.631493449E-2,1.870058168E0
5.147679083E0,2.446828224E-2,1.798591137E0,-4.255285487E-2,1.799260826E0
5.157700083E0,2.143046819E-2,1.723385453E0,-4.323377833E-2,1.724060859E0
5.167720083E0,1.893961430E-2,1.629518628E0,-4.770921916E-2,1.630326911E0
5.177740083E0,1.386060100E-2,1.538501620E0,-4.868847132E-2,1.539334245E0
5.187761083E0,1.079476997E-2,1.443955898E0,-5.591629073E-2,1.445078474E0
5.197781083E0,4.688782152E-3,1.350927472E0,-5.487698317E-2,1.352049741E0
5.207801083E0,1.345105702E-4,1.255412698E0,-5.565515906E-2,1.256645756E0
5.217822083E0,-1.597792143E-4,1.160353661E0,-5.281936377E-2,1.161555220E0
5.227842083E0,5.309554748E-3,1.084191084E0,-4.119626433E-2,1.084986465E0
5.237863083E0,-2.462305361E-3,9.458246827E-1,-5.548595637E-2,9.474540014E-1
5.247883083E0,-1.320309937E-2,8.352838159E-1,-5.439139530E-2,8.371569738E-1
5.257903083E0,-1.774406061E-2,7.291136384E-1,-5.470997840E-2,7.313786510E-1
5.267924083E0,-1.720184088E-2,6.185204983E-1,-5.264816061E-2,6.209954420E-1
5.277944083E0,-1.532028150E-2,5.042526126E-1,-5.170950294E-2,5.071284660E-1
5.287964083E0,-2.177258767E-2,3.890932500E-1,-4.992225766E-2,3.928865416E-1
5.297985083E0,-2.491281740E-2,2.607285082E-1,-5.121016875E-2,2.668754107E-1
5.308005083E0,-2.604466118E-2,1.399885267E-1,-4.702501372E-2,1.499548729E-1
5.318025083E0,-2.733144537E-2,2.317391336E-2,-4.766172543E-2,5.962950811E-2
5.328046083E0,-2.717698179E-2,-9.435644746E-2,-4.404302314E-2,1.076174493E-1
5.338066083E0,-2.368130721E-2,-2.054331601E-1,-4.052085429E-2,2.107261901E-1
5.348086083E0,-2.538999170E-2,-3.196848929E-1,-3.626805171E-2,3.227358889E-1
5.358107083E0,-2.258495428E-2,-4.321233332E-1,-3.443924338E-2,4.340814633E-1
5.368127083E0,-2.564998716E-2,-5.422447920E-1,-2.544601634E-2,5.434471787E-1
5.378148083E0,-1.853986643E-2,-6.514586210E-1,-2.288126200E-2,6.521239251E-1
5.388168083E0,-1.660507917E-2,-7.555852532E-1,-1.754428633E-2,7.559712994E-1
5.398188083E0,-1.293431502E-2,-8.599022627E-1,-8.296358399E-3,8.600395499E-1
5.408209083E0,-1.505206060E-2,-9.645426869E-1,-4.225183744E-3,9.646693794E-1
5.418229083E0,-1.242358610E-2,-1.065082550E0,4.359864630E-3,1.065163927E0
5.428249083E0,-8.238427341E-3,-1.167515635E0,8.567126468E-3,1.167576133E0
5.438270083E0,-5.431436002E-3,-1.264197230E0,1.393495407E-2,1.264285696E0
5.448290083E0,-4.760319367E-3,-1.355882764E0,2.042241581E-2,1.356044913E0
5.458311083E0,-3.527925350E-3,-1.452871203E0,2.493490465E-2,1.453089443E0
5.468331083E0,-4.113554489E-3,-1.541551232E0,2.940928191E-2,1.541837225E0
5.478351083E0,-2.800422488E-3,-1.631753802E0,3.259710595E-2,1.632081764E0
5.488372083E0,-1.741922460E-5,-1.718725443E0,3.687467426E-2,1.719120964E0
5.498392083E0,-2.706549596E-3,-1.798745394E0,3.939146176E-2,1.799178703E0
5.508412083E0,-4.190463107E-3,-1.878383994E0,3.861142322E-2,1.878785467E0
5.518433083E0,-5.254993215E-3,-1.954355955E0,4.064349830E-2,1.954785591E0
5.528453083E0,-7.387652528E-3,-2.026936531E0,3.918381780E-2,2.027328698E0
5.538473083E0,-7.596702315E-3,-2.096528769E0,3.887335584E-2,2.096902889E0
5.548494083E0,-8.852649480E-3,-2.161561966E0,3.918015212E-2,2.161935149E0
5.558514083E0,-1.097500790E-2,-2.225826740E0,3.659507260E-2,2.226154606E0
5.568535083E0,-1.146822516E-2,-2.278911829E0,3.522221372E-2,2.279212857E0
5.578555083E0,-1.903146133E-2,-2.269842863E0,3.517354652E-2,2.270195145E0
5.588575083E0,-8.223820478E-3,-2.300340176E0,3.168533742E-2,2.300573084E0
5.598596083E0,-1.482075173E-2,-2.322419167E0,3.128936142E-2,2.322677219E0
5.608616083E0,-1.392619591E-2,-2.338595629E0,3.407902271E-2,2.338885383E0
5.618636083E0,-1.448965631E-2,-2.360082388E0,3.454685956E-2,2.360379697E0
5.628657083E0,-1.235593110E-2,-2.364278316E0,3.414046019E-2,2.364557083E0
5.638677083E0,-1.332516223E-2,-2.375925779E0,3.509645909E-2,2.376222344E0
5.648698083E0,-1.832737774E-2,-2.373569965E0,3.364876658E-2,2.373879212E0
5.658718083E0,-1.849527471E-2,-2.365595341E0,3.733453900E-2,2.365962227E0
5.668738083E0,-1.083122939E-2,-2.356783867E0,3.489082307E-2,2.357067008E0
5.678759083E0,-1.391732041E-2,-2.342561960E0,3.685211763E-2,2.342893149E0
5.688779083E0,-9.993685409E-3,-2.328474045E0,3.524250537E-2,2.328762179E0
5.698799083E0,-2.220032737E-2,-2.329201221E0,2.852914482E-2,2.329481723E0
5.708820083E0,-4.464598000E-2,-2.381614208E0,-9.272806346E-4,2.382032821E0
5.718840083E0,4.171061330E-3,-2.208019972E0,3.521731496E-2,2.208304746E0
5.728861083E0,-1.521568652E-2,-2.220263004E0,3.951618820E-2,2.220666759E0
5.738881083E0,-9.620971046E-3,-2.154125929E0,3.906803206E-2,2.154501657E0
5.748901083E0,-1.442850940E-2,-2.111492634E0,3.927203268E-2,2.111907104E0
5.758922083E0,-9.966405109E-3,-2.053132534E0,3.738754615E-2,2.053497105E0
5.768942083E0,-1.199040748E-2,-1.982482553E0,4.214315116E-2,1.982966688E0
5.778962083E0,-1.035392657E-2,-1.912765980E0,4.205624387E-2,1.913256288E0
5.788983083E0,-1.314518601E-2,-1.838483810E0,4.642116651E-2,1.839116756E0
5.799003083E0,-1.586919092E-2,-1.757352710E0,4.451148212E-2,1.757987955E0
5.809023083E0,-2.057366446E-2,-1.681380153E0,4.329042137E-2,1.682063184E0
5.819044083E0,-1.738036610E-2,-1.598741055E0,4.178741574E-2,1.599381513E0
5.829064083E0,-2.221933007E-2,-1.518047094E0,4.141111299E-2,1.518774361E0
5.839085083E0,-2.543877438E-2,-1.432335138E0,4.529652372E-2,1.433276964E0
5.849105083E0,-2.637354285E-2,-1.341842294E0,4.653063044E-2,1.342907817E0
5.859125083E0,-3.251632676E-2,-1.252776384E0,4.981209710E-2,1.254187875E0
5.869146083E0,-3.730096295E-2,-1.163112283E0,5.539461598E-2,1.165027943E0
5.879166083E0,-2.508930303E-2,-1.029849648E0,6.933359802E-2,1.032485796E0
5.889187083E0,-4.475638270E-3,-9.048213363E-1,7.541146874E-2,9.079694772E-1
5.899207083E0,-7.707159966E-3,-7.966536880E-1,7.991258055E-2,8.006887781E-1
5.909227083E0,-1.134397183E-2,-6.811630130E-1,8.113390952E-2,6.860717508E-1
5.919248083E0,-9.227161296E-3,-5.662702322E-1,8.315198123E-2,5.724171279E-1
5.929268083E0,6.138212048E-3,-4.508094490E-1,8.653099835E-2,4.590800046E-1
5.939288083E0,8.941804059E-3,-3.371031582E-1,7.708711922E-2,3.459203942E-1
5.949309083E0,-2.479162067E-3,-2.210271508E-1,6.431619823E-2,2.302079950E-1
5.959329083E0,-3.746624105E-3,-9.349412471E-2,7.109774649E-2,1.175162887E-1
5.969349083E0,-2.733294386E-4,2.316884324E-2,6.999067217E-2,7.372627888E-2
5.979370083E0,7.764700567E-4,1.422882229E-1,7.040795684E-2,1.587571153E-1
5.989390083E0,3.351213876E-3,2.602779865E-1,6.790884584E-2,2.690120299E-1
5.999411083E0,7.821845822E-3,3.761304915E-1,6.627496332E-2,3.820048412E-1
6.009431083E0,8.317726664E-3,4.880596697E-1,6.194945052E-2,4.920458924E-1
6.019451083E0,1.335608028E-2,5.982120037E-1,5.328585953E-2,6.007290313E-1
6.029472083E0,1.798625290E-2,7.110216618E-1,4.594485834E-2,7.127315335E-1
6.039492083E0,2.009054460E-2,8.196666837E-1,3.548601642E-2,8.206804248E-1
6.049513083E0,2.836418711E-2,9.255012274E-1,2.279259078E-2,9.262162551E-1
6.059533083E0,2.919518761E-2,1.028691411E0,1.231386326E-2,1.029179289E0
6.069553083E0,3.319525719E-2,1.133168221E0,1.740581589E-3,1.133655667E0
6.079574083E0,3.624029085E-2,1.230018854E0,-9.444815107E-3,1.230588861E0
6.089594083E0,3.999108821E-2,1.328804851E0,-1.987641677E-2,1.329555072E0
6.099614083E0,4.206941277E-2,1.422036529E0,-2.677690610E-2,1.422910653E0
6.109635083E0,4.297435284E-2,1.510275602E0,-3.613765165E-2,1.511319000E0
6.119655083E0,4.680356756E-2,1.601691246E0,-4.263111204E-2,1.602941931E0
6.129676083E0,4.712660983E-2,1.689035416E0,-4.883468151E-2,1.690398290E0
6.139696083E0,4.693131894E-2,1.771130562E0,-5.086300150E-2,1.772482175E0
6.149716417E0,4.352353886E-2,1.855267286E0,-5.634378642E-2,1.856632873E0
6.159737417E0,4.773348570E-2,1.931067705E0,-5.985105038E-2,1.932584569E0
6.169757417E0,4.327721894E-2,2.001877785E0,-6.901791692E-2,2.003534640E0
6.179778417E0,4.820293933E-2,2.067279100E0,-7.154810429E-2,2.069078426E0
6.189798417E0,4.499888793E-2,2.133083582E0,-7.810188085E-2,2.134987206E0
6.199818417E0,4.478138685E-2,2.198146105E0,-8.305247873E-2,2.200170308E0
6.209839417E0,4.944751412E-2,2.252659559E0,-9.710784256E-2,2.255293790E0
6.219859417E0,4.648669809E-2,2.259558678E0,-1.072248891E-1,2.262578973E0
6.229879417E0,6.264596432E-2,2.280590773E0,-1.271890104E-1,2.284993618E0
6.239900417E0,5.634307489E-2,2.320584059E0,-1.086275205E-1,2.323808265E0
6.249920417E0,5.988374725E-2,2.349141359E0,-1.120528802E-1,2.352574555E0
6.259941417E0,6.155939773E-2,2.351804256E0,-5.020796508E-2,2.353145482E0
6.269961417E0,5.550070852E-2,2.366814613E0,-3.720561415E-2,2.367757589E0
6.279981417E0,5.676199123E-2,2.390626669E0,-1.424322743E-2,2.391342858E0
6.290002417E0,4.558017477E-2,2.364985943E0,-5.150670931E-2,2.365985842E0
6.300022417E0,3.930670768E-2,2.298785925E0,-4.877547920E-2,2.299639275E0
