"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.720735667E0,6.925558671E-3,-2.671246529E0,6.822600216E-2,2.672126638E0
1.730755667E0,6.239371374E-3,-2.678955793E0,6.530801952E-2,2.679758984E0
1.740775667E0,4.924302455E-3,-2.680862188E0,6.022324786E-2,2.681543056E0
1.750795667E0,-1.387389493E-3,-2.680645943E0,6.210104376E-2,2.681365535E0
1.760816667E0,1.772176474E-4,-2.672143459E0,6.122379750E-2,2.672844749E0
1.770836667E0,2.135115210E-4,-2.663968325E0,5.389548093E-2,2.664513465E0
1.780856667E0,-3.284417326E-4,-2.642161846E0,4.983336106E-2,2.642631774E0
1.790876667E0,-5.163211841E-3,-2.625578880E0,4.387026280E-2,2.625950440E0
1.800897667E0,-1.530799177E-2,-2.630476713E0,4.121162742E-2,2.630844061E0
1.810917667E0,-3.833495080E-2,-2.693223000E0,1.591140218E-2,2.693542809E0
1.820937667E0,1.029090863E-2,-2.506661177E0,3.848568723E-2,2.506977723E0
1.830957667E0,-1.187083777E-2,-2.492321253E0,4.124183580E-2,2.492690722E0
1.840978667E0,-2.701307647E-3,-2.422490597E0,3.639940917E-2,2.422765549E0
1.850998667E0,-8.166797459E-3,-2.366519451E0,4.144123197E-2,2.366896361E0
1.861018667E0,-6.283675786E-3,-2.300940752E0,4.115494341E-2,2.301317353E0
1.871038667E0,-6.572287530E-3,-2.222733736E0,4.248349369E-2,2.223149411E0
1.881059667E0,-6.189058535E-3,-2.151638985E0,4.263715819E-2,2.152070294E0
1.891079667E0,-1.004939526E-2,-2.061305761E0,4.751660675E-2,2.061877848E0
1.901099667E0,-1.282441057E-2,-1.974224687E0,5.233133584E-2,1.974959784E0
1.911119667E0,-1.541931555E-2,-1.886434197E0,5.723406002E-2,1.887365220E0
1.921140667E0,-2.218933590E-2,-1.809244037E0,6.215771288E-2,1.810447440E0
1.931160667E0,-2.893755957E-2,-1.721564531E0,7.616452873E-2,1.723491472E0
1.941180667E0,-3.313629702E-2,-1.625585794E0,9.142869711E-2,1.628492062E0
1.951200667E0,-1.579805836E-2,-1.520379305E0,9.626372904E-2,1.523505666E0
1.961221667E0,1.293105911E-2,-1.372308612E0,7.773158699E-2,1.374569146E0
1.971241667E0,-9.680118412E-3,-1.248143673E0,4.640910402E-2,1.249043689E0
1.981261667E0,-3.077155538E-2,-1.107781529E0,5.286354199E-2,1.109468954E0
1.991281667E0,-1.970288716E-2,-9.947913885E-1,5.497737974E-2,9.965042010E-1
2.001302667E0,-1.548204292E-2,-8.354299664E-1,6.121663377E-2,8.378128662E-1
2.011322667E0,-1.102711074E-2,-7.138742805E-1,6.993322074E-2,7.173762896E-1
2.021342667E0,-1.231181994E-2,-5.944714546E-1,7.344965637E-2,5.991183049E-1
2.031362667E0,-1.173832454E-2,-4.695793986E-1,7.531246543E-2,4.757253066E-1
2.041383667E0,-9.834164754E-3,-3.417934775E-1,8.108726144E-2,3.514180360E-1
2.051403667E0,-8.975671604E-3,-2.195235491E-1,8.330137283E-2,2.349686575E-1
2.061423667E0,-3.199541708E-3,-9.027688205E-2,8.250215650E-2,1.223387033E-1
2.071443667E0,-3.314477392E-3,4.230419174E-2,8.517249674E-2,9.515768282E-2
2.081464667E0,8.499076357E-4,1.665617079E-1,8.622417599E-2,1.875583466E-1
2.091484667E0,2.848575125E-3,2.906592786E-1,8.491642028E-2,3.028229335E-1
2.101504667E0,8.339214139E-3,4.138576388E-1,8.112540841E-2,4.218163340E-1
2.111525667E0,9.731505997E-3,5.383511186E-1,7.567089796E-2,5.437303687E-1
2.121545667E0,1.435342245E-2,6.637985706E-1,6.817516685E-2,6.674446917E-1
2.131565667E0,1.904431917E-2,7.832307816E-1,5.786062405E-2,7.855959490E-1
2.141585333E0,2.702101879E-2,9.187873006E-1,4.841838777E-2,9.204588961E-1
2.151606333E0,2.936649695E-2,1.036360979E0,3.393312544E-2,1.037332120E0
2.161626333E0,3.175774962E-2,1.151715279E0,1.888226904E-2,1.152307762E0
2.171646333E0,3.842315450E-2,1.265961647E0,7.168855984E-3,1.266564891E0
2.181666333E0,4.263281077E-2,1.375251412E0,-5.155720748E-3,1.375921722E0
2.191687333E0,4.727713764E-2,1.483723283E0,-1.744964719E-2,1.484578862E0
2.201707333E0,5.014376342E-2,1.587684274E0,-2.920031361E-2,1.588744287E0
2.211727333E0,5.169421807E-2,1.690844774E0,-4.092223942E-2,1.692129715E0
2.221747333E0,4.971735179E-2,1.787054181E0,-4.843528196E-2,1.788401643E0
2.231768333E0,5.427832156E-2,1.887451768E0,-5.735465884E-2,1.889102927E0
2.241788333E0,5.435768142E-2,1.978590250E0,-6.554441154E-2,1.980421724E0
2.251808333E0,5.430487916E-2,2.067367792E0,-6.862192601E-2,2.069219074E0
2.261829333E0,5.117619783E-2,2.152656555E0,-7.068081945E-2,2.154424523E0
2.271849333E0,5.252501369E-2,2.236432791E0,-7.355745882E-2,2.238258520E0
2.281869333E0,5.104216561E-2,2.318938971E0,-7.636230439E-2,2.320757302E0
2.291889333E0,5.087963119E-2,2.389573574E0,-7.997786254E-2,2.391452918E0
2.301910333E0,5.021011457E-2,2.460643768E0,-8.252836764E-2,2.462539287E0
2.311930333E0,4.530849308E-2,2.526974916E0,-8.790498972E-2,2.528909325E0
2.321950333E0,5.426683277E-2,2.587707520E0,-9.751074016E-2,2.590112631E0
2.331970333E0,5.072037503E-2,2.589019537E0,-1.118578240E-1,2.591931113E0
2.341991333E0,7.647287846E-2,2.601878405E0,-1.368603855E-1,2.606597418E0
2.352011333E0,5.760392919E-2,2.660517931E0,-1.151270047E-1,2.663630624E0
2.362031333E0,8.846197277E-2,2.660162210E0,-1.183257326E-1,2.664261527E0
2.372052333E0,4.086523876E-2,2.689618587E0,-3.528453410E-2,2.690160425E0
2.382072333E0,7.262715697E-2,2.694009066E0,-6.461407524E-3,2.694995603E0
2.392092333E0,4.441450536E-2,2.638977051E0,-6.095051765E-2,2.640054448E0
2.402112333E0,4.176306352E-2,2.615635872E0,-5.678666756E-2,2.616585541E0
2.412133333E0,3.795132041E-2,2.607569933E0,-4.737236723E-2,2.608276327E0
2.422153333E0,4.342358187E-2,2.585806131E0,-4.179064557E-2,2.586508344E0
2.432173333E0,4.580657929E-2,2.572868824E0,-3.451835364E-2,2.573508062E0
2.442193333E0,4.444357380E-2,2.543054819E0,-3.419930488E-2,2.543673060E0
2.452214333E0,4.011518508E-2,2.510750771E0,-3.190722689E-2,2.511273926E0
2.462234333E0,5.122269690E-2,2.477209091E0,-3.106993064E-2,2.477933410E0
2.472254333E0,4.471795633E-2,2.454431534E0,-2.662856877E-2,2.454983285E0
2.482274333E0,4.581864178E-2,2.396686554E0,-3.218818456E-2,2.397340582E0
2.492295333E0,4.118207842E-2,2.343027592E0,-3.308028355E-2,2.343622957E0
2.502315333E0,3.744859248E-2,2.290102243E0,-3.890222311E-2,2.290738760E0
2.512335333E0,3.600722551E-2,2.231302261E0,-4.388468340E-2,2.232024231E0
2.522356333E0,3.187826276E-2,2.147190571E0,-4.240529612E-2,2.147845846E0
2.532376333E0,2.817201056E-2,2.066782951E0,-5.297407880E-2,2.067653666E0
2.542396333E0,1.964803040E-2,1.993244410E0,-5.536453053E-2,1.994109965E0
2.552416333E0,1.526556723E-2,1.908980846E0,-5.612231791E-2,1.909866651E0
2.562437333E0,1.192356646E-2,1.813061237E0,-5.871623755E-2,1.814050941E0
2.572457333E0,8.615767583E-3,1.717192411E0,-6.450169533E-2,1.718424999E0
2.582477333E0,1.650535967E-3,1.617690921E0,-6.492993236E-2,1.618994298E0
2.592497333E0,-4.193844274E-3,1.516367793E0,-6.952039152E-2,1.517966389E0
2.602518333E0,-7.845837623E-3,1.427571297E0,-7.076781988E-2,1.429345811E0
2.612538333E0,-7.199296728E-3,1.343032360E0,-6.476495415E-2,1.344612304E0
2.622558333E0,-7.953237742E-3,1.234969497E0,-7.341863215E-2,1.237175496E0
2.632579333E0,-1.819396578E-2,1.092355251E0,-7.201931626E-2,1.094877983E0
2.642599333E0,-2.324624732E-2,9.106408358E-1,-7.390030473E-2,9.139301805E-1
2.652619333E0,-2.663128264E-2,7.952935100E-1,-7.679616660E-2,7.994364536E-1
2.662639333E0,-3.192964196E-2,6.984093189E-1,-7.229755819E-2,7.028669972E-1
2.672660333E0,-3.001577780E-2,5.973041654E-1,-7.342202216E-2,6.025479286E-1
2.682680333E0,-3.200303018E-2,4.767910838E-1,-7.094794512E-2,4.831020001E-1
2.692700333E0,-3.328957036E-2,3.473871052E-1,-6.889124215E-2,3.557133672E-1
2.702721333E0,-3.631651774E-2,2.226646394E-1,-6.736312062E-2,2.354489777E-1
2.712741333E0,-3.668657318E-2,9.541707486E-2,-6.295079738E-2,1.200546780E-1
2.722761333E0,-3.806049749E-2,-1.627989672E-2,-6.028790027E-2,7.313184960E-2
2.732781333E0,-3.541205078E-2,-1.341166049E-1,-5.727557093E-2,1.500725427E-1
2.742802333E0,-3.191984817E-2,-2.541391551E-1,-5.423370749E-2,2.618145945E-1
2.752822333E0,-3.093516640E-2,-3.683095574E-1,-4.810951278E-2,3.727243483E-1
2.762842333E0,-2.845256776E-2,-4.840313792E-1,-4.324178398E-2,4.867913070E-1
2.772863333E0,-2.541391365E-2,-5.983679891E-1,-3.698821738E-2,6.000485360E-1
2.782883333E0,-1.941567659E-2,-7.112982869E-1,-2.911884524E-2,7.121587805E-1
2.792903333E0,-1.687458716E-2,-8.239352107E-1,-2.416582219E-2,8.244622308E-1
2.802923333E0,-1.281885896E-2,-9.441873431E-1,-1.411931217E-2,9.443799114E-1
2.812944333E0,-7.085233927E-3,-1.068142056E0,-8.896260522E-3,1.068202601E0
2.822964333E0,-2.175696660E-3,-1.168052673E0,8.053689962E-4,1.168054977E0
2.832984333E0,3.102482297E-3,-1.277180552E0,9.706061333E-3,1.277221201E0
2.843005333E0,8.175004274E-3,-1.385965705E0,1.823989488E-2,1.386109830E0
2.853025333E0,9.480086155E-3,-1.484672546E0,2.251315676E-2,1.484873491E0
2.863045333E0,1.303114463E-2,-1.586372614E0,2.916839719E-2,1.586694260E0
2.873065333E0,1.351665426E-2,-1.683450222E0,3.947815299E-2,1.683967302E0
2.883086333E0,1.610364765E-2,-1.777630806E0,4.216475040E-2,1.778203722E0
2.893106333E0,1.604226977E-2,-1.870518208E0,4.690692201E-2,1.871175026E0
2.903126333E0,1.641111821E-2,-1.958417654E0,5.298931524E-2,1.959203129E0
2.913147333E0,1.334502734E-2,-2.047321320E0,5.312346667E-2,2.048053900E0
2.923167333E0,1.421641279E-2,-2.124830723E0,5.514187738E-2,2.125593643E0
2.933187333E0,1.336195320E-2,-2.203300238E0,5.928050727E-2,2.204138076E0
2.943207333E0,1.199868135E-2,-2.276717901E0,6.017240137E-2,2.277544530E0
2.953228333E0,1.053164713E-2,-2.347446442E0,5.909484252E-2,2.348213771E0
2.963248333E0,6.533709820E-3,-2.413511276E0,5.956409127E-2,2.414255009E0
2.973268333E0,8.331782185E-3,-2.474119425E0,5.978084728E-2,2.474855571E0
2.983289333E0,1.033655717E-3,-2.515071869E0,5.764871836E-2,2.515732686E0
2.993309333E0,9.274770506E-3,-2.475360870E0,5.727179721E-2,2.476040694E0
3.003329333E0,-3.200807143E-3,-2.536689281E0,5.617670342E-2,2.537313260E0
3.013350333E0,-3.856618423E-4,-2.544341803E0,5.582267046E-2,2.544954131E0
3.023370333E0,6.680923980E-5,-2.557722092E0,5.464528501E-2,2.558305769E0
3.033390333E0,-6.153661758E-3,-2.565307140E0,5.568209291E-2,2.565918761E0
3.043410333E0,-3.234571079E-3,-2.571869850E0,5.223968998E-2,2.572402374E0
3.053431333E0,-6.282965653E-3,-2.577765942E0,5.077411607E-2,2.578273596E0
3.063451333E0,-5.789482035E-3,-2.565127850E0,4.814025015E-2,2.565586071E0
3.073471333E0,-6.589945871E-3,-2.562279463E0,4.692647979E-2,2.562717614E0
3.083492333E0,-7.449081633E-3,-2.539483547E0,4.298926517E-2,2.539858313E0
3.093512333E0,-6.339889485E-3,-2.524207115E0,4.238368943E-2,2.524570881E0
3.103532333E0,-1.195383258E-2,-2.502994061E0,3.861638159E-2,2.503320472E0
3.113552333E0,-3.066733293E-2,-2.548844814E0,3.153982759E-2,2.549224418E0
3.123573333E0,-2.033053897E-2,-2.487509251E0,1.617578790E-2,2.487644922E0
3.133593333E0,2.303783316E-3,-2.383350372E0,3.699321672E-2,2.383638564E0
